token	lemma	pos	onset	offset	entity	babelfy_id (iob)	link	TP	FP	FN	OCR	
allé	aller	VERB	6013	6016	allé	B-bn:00087905v	https://babelnet.org/synset?word=bn:00087905v&lang=FR&langTrans=DE	 	1	1	 	
brûler	brûler	VERB	6018	6023	brûler	B-bn:00084270v	https://babelnet.org/synset?word=bn:00084270v&lang=FR&langTrans=DE	1	 	 	 	
le	le	DET	6025	6026	le			 	 	 	 	
concordat	concordat	NOUN	6028	6036	concordat			 	 	 	 	
devant	devoir	ADP	6038	6043	devant			 	 	 	 	
la	le	DET	6045	6046	la			 	 	 	 	
nonciature	nonciature	NOUN	6048	6057	nonciature	B-bn:03519723n	https://babelnet.org/synset?word=bn:03519723n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	6058	6058	.			 	 	 	 	
M.	monsieur	NOUN	6060	6061	M.	B-bn:00055346n	https://babelnet.org/synset?word=bn:00055346n&lang=FR&langTrans=DE	1	 	 	 	
Mercier	Mercier	PROPN	6063	6069	Mercier			 	 	1	 	
s'	si	PRON	6071	6072	s'			 	 	 	 	
est	être	AUX	6073	6075	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
rendu	rendre	VERB	6077	6081	rendu	B-bn:00092791v	https://babelnet.org/synset?word=bn:00092791v&lang=FR&langTrans=DE	1	 	 	 	
le	le	DET	6083	6084	le			 	 	 	 	
jour	jour	NOUN	6086	6089	jour	B-bn:00000086n	https://babelnet.org/synset?word=bn:00000086n&lang=FR&langTrans=DE	1	 	 	 	
même	même	ADV	6091	6094	même			 	 	 	 	
auprès	auprès	ADP	6096	6101	auprès			 	 	 	 	
du	du	DET	6103	6104	du			 	 	 	 	
maréchal	maréchal	NOUN	6106	6113	maréchal	B-bn:00053553n	https://babelnet.org/synset?word=bn:00053553n&lang=FR&langTrans=DE	1	 	 	 	
Serrano	serrano	NOUN	6115	6121	Serrano	B-bn:03214864n	https://babelnet.org/synset?word=bn:03214864n&lang=FR&langTrans=DE	 	1	1	 	
et	et	CCONJ	6123	6124	et			 	 	 	 	
lui	luire	PRON	6126	6128	lui			 	 	 	 	
a	avoir	AUX	6130	6130	a			 	 	 	 	
demandé	demander	VERB	6132	6138	demandé	B-bn:00082817v	https://babelnet.org/synset?word=bn:00082817v&lang=FR&langTrans=DE	1	 	 	 	
si	si	SCONJ	6140	6141	si			 	 	 	 	
les	le	DET	6143	6145	les			 	 	 	 	
représentants	représentant	NOUN	6147	6159	représentants	B-bn:00067199n	https://babelnet.org/synset?word=bn:00067199n&lang=FR&langTrans=DE	1	 	 	 	
des	un	DET	6161	6163	des			 	 	 	 	
puissances	puissance	NOUN	6165	6174	puissances	B-bn:00030160n	https://babelnet.org/synset?word=bn:00030160n&lang=FR&langTrans=DE	 	1	1	 	
pourraient	pouvoir	AUX	6176	6185	pourraient	B-bn:13601970v	https://babelnet.org/synset?word=bn:13601970v&lang=FR&langTrans=DE	1	 	 	 	
compter	compter	VERB	6187	6193	compter	B-bn:00085859v	https://babelnet.org/synset?word=bn:00085859v&lang=FR&langTrans=DE	1	 	 	 	
d'	de	ADP	6195	6196	d'			 	 	 	 	
être	être	AUX	6197	6200	être	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
protégés	protéger	VERB	6202	6209	protégés			 	 	1	 	
au	au	ADP	6211	6212	au			 	 	 	 	
besoin	besoin	NOUN	6214	6219	besoin	B-bn:00057164n	https://babelnet.org/synset?word=bn:00057164n&lang=FR&langTrans=DE	1	 	 	 	
par	par	ADP	6221	6223	par			 	 	 	 	
le	le	DET	6225	6226	le			 	 	 	 	
gouvernement	gouvernement	NOUN	6228	6239	gouvernement	B-bn:00001426n	https://babelnet.org/synset?word=bn:00001426n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	6240	6240	.			 	 	 	 	
Le	le	DET	6242	6243	Le	B-bn:04733698n	https://babelnet.org/synset?word=bn:04733698n&lang=FR&langTrans=DE	 	1	 	 	
maréchal	maréchal	NOUN	6245	6252	maréchal	I-bn:04733698n	https://babelnet.org/synset?word=bn:04733698n&lang=FR&langTrans=DE	 	1	1	 	
Serrano	Serrano	PROPN	6254	6260	Serrano	B-bn:03214864n	https://babelnet.org/synset?word=bn:03214864n&lang=FR&langTrans=DE	 	1	1	 	
lui	luire	PRON	6262	6264	lui			 	 	 	 	
a	avoir	AUX	6266	6266	a			 	 	 	 	
donné	donner	VERB	6268	6272	donné	B-bn:00088815v	https://babelnet.org/synset?word=bn:00088815v&lang=FR&langTrans=DE	1	 	 	 	
les	le	DET	6274	6276	les			 	 	 	 	
assurances	assurance	NOUN	6278	6287	assurances	B-bn:00046996n	https://babelnet.org/synset?word=bn:00046996n&lang=FR&langTrans=DE	1	 	 	 	
les	le	DET	6289	6291	les			 	 	 	 	
plus	plus	ADV	6293	6296	plus	B-bn:00115880r	https://babelnet.org/synset?word=bn:00115880r&lang=FR&langTrans=DE	1	 	 	 	
formelles	formel	ADJ	6298	6306	formelles	B-bn:00103223a	https://babelnet.org/synset?word=bn:00103223a&lang=FR&langTrans=DE	1	 	 	 	
et	et	CCONJ	6308	6309	et			 	 	 	 	
lui	luire	PRON	6311	6313	lui			 	 	 	 	
a	avoir	AUX	6315	6315	a			 	 	 	 	
offert	offrir	VERB	6317	6322	offert	B-bn:00091136v	https://babelnet.org/synset?word=bn:00091136v&lang=FR&langTrans=DE	1	 	 	 	
en	en	ADP	6324	6325	en			 	 	 	 	
outre	outre	ADV	6327	6331	outre	B-bn:00114534r	https://babelnet.org/synset?word=bn:00114534r&lang=FR&langTrans=DE	1	 	 	 	
une	un	DET	6333	6335	une			 	 	 	 	
garde	garde	NOUN	6337	6341	garde	B-bn:00024585n	https://babelnet.org/synset?word=bn:00024585n&lang=FR&langTrans=DE	 	1	1	 	
particulière	particulier	ADJ	6343	6354	particulière	B-bn:00108295a	https://babelnet.org/synset?word=bn:00108295a&lang=FR&langTrans=DE	 	1	1	 	
qu'	que	PRON	6356	6358	qu'			 	 	 	 	
il	il	PRON	6359	6360	il			 	 	 	 	
a	avoir	AUX	6362	6362	a			 	 	 	 	
du	du	DET	6364	6365	du			 	 	 	 	
reste	rester	AUX	6367	6371	reste	B-bn:00008047n	https://babelnet.org/synset?word=bn:00008047n&lang=FR&langTrans=DE	1	 	 	 	
refusée	refuser	VERB	6373	6379	refusée			 	 	1	 	
.	.	PUNCT	6380	6380	.			 	 	 	 	
Voici	voici	VERB	6382	6386	Voici	B-bn:00221136n	https://babelnet.org/synset?word=bn:00221136n&lang=FR&langTrans=DE	1	 	 	 	
le	le	DET	6388	6389	le			 	 	 	 	
chiffre	chiffre	NOUN	6391	6397	chiffre	B-bn:00058287n	https://babelnet.org/synset?word=bn:00058287n&lang=FR&langTrans=DE	 	1	1	 	
authentique	authentique	ADJ	6399	6409	authentique	B-bn:00101997a	https://babelnet.org/synset?word=bn:00101997a&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	6411	6412	de			 	 	 	 	
la	le	DET	6414	6415	la			 	 	 	 	
souscription	souscription	NOUN	6417	6428	souscription	B-bn:00074966n	https://babelnet.org/synset?word=bn:00074966n&lang=FR&langTrans=DE	1	 	 	 	
ouverte	ouvert	ADJ	6430	6436	ouverte	B-bn:00091168v	https://babelnet.org/synset?word=bn:00091168v&lang=FR&langTrans=DE	 	1	1	 	
pour	pour	ADP	6438	6441	pour			 	 	 	 	
l'	le	DET	6443	6444	l'			 	 	 	 	
émission	émission	NOUN	6445	6452	émission	B-bn:00047687n	https://babelnet.org/synset?word=bn:00047687n&lang=FR&langTrans=DE	 	1	1	 	
d'	de	ADP	6454	6455	d'			 	 	 	 	
obligations	obligation	NOUN	6456	6466	obligations	B-bn:00011974n	https://babelnet.org/synset?word=bn:00011974n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	6468	6469	de			 	 	 	 	
la	le	DET	6471	6472	la			 	 	 	 	
régie	régie	NOUN	6474	6478	régie	B-bn:04750880n	https://babelnet.org/synset?word=bn:04750880n&lang=FR&langTrans=DE	1	 	 	 	
des	un	DET	6480	6482	des			 	 	1	 	
tabacs	tabac	NOUN	6484	6489	tabacs	B-bn:00077441n	https://babelnet.org/synset?word=bn:00077441n&lang=FR&langTrans=DE	 	1	1	 	
.	.	PUNCT	6490	6490	.			 	 	 	 	
Il	il	PRON	6492	6493	Il			 	 	 	 	
été	être	AUX	6495	6497	été	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
souscrit	souscrire	VERB	6499	6506	souscrit	B-bn:00094545v	https://babelnet.org/synset?word=bn:00094545v&lang=FR&langTrans=DE	1	 	 	 	
892	892	NUM	6508	6510	892			 	 	1	1	
0	0	NUM	6512	6514	0			 	 	1	1	
obligations	obligation	NOUN	6516	6526	obligations	B-bn:00011974n	https://babelnet.org/synset?word=bn:00011974n&lang=FR&langTrans=DE	1	 	 	 	
qui	qui	PRON	6528	6530	qui			 	 	 	 	
se	se	PRON	6532	6533	se			 	 	 	 	
décomposent	décomposer	ADV	6535	6545	décomposent	B-bn:00083968v	https://babelnet.org/synset?word=bn:00083968v&lang=FR&langTrans=DE	1	 	 	 	
ainsi	ainsi	ADV	6547	6551	ainsi	B-bn:00117048r	https://babelnet.org/synset?word=bn:00117048r&lang=FR&langTrans=DE	1	 	 	 	
248000	248000	NUM	6553	6558	248000			 	 	1	 	
en	en	ADP	6560	6561	en			 	 	 	 	
France	France	PROPN	6563	6568	France	B-bn:00036202n	https://babelnet.org/synset?word=bn:00036202n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	6569	6569	,			 	 	 	 	
207	207	NUM	6571	6573	207			 	 	1	1	
0	0	NUM	6575	6577	0			 	 	1	1	
en	en	ADP	6579	6580	en			 	 	 	 	
-	-	PUNCT	6581	6581	-			 	 	1	1	
Ralie	ralie	NOUN	6582	6586	Ralie			 	 	 	 	
;	;	PUNCT	6588	6588	;			 	 	 	 	
le	le	DET	6590	6591	le			 	 	 	 	
reste	reste	NOUN	6593	6597	reste	B-bn:00008047n	https://babelnet.org/synset?word=bn:00008047n&lang=FR&langTrans=DE	1	 	 	 	
a	avoir	AUX	6599	6599	a			 	 	1	 	
été	être	AUX	6601	6603	été	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
ab	ab	PRON	6605	6606	ab			 	 	1	1	
^	^	PUNCT	6608	6608	^			 	 	1	1	
sorbe	sorb	ADJ	6610	6614	sorbe			 	 	1	1	
par	par	ADP	6616	6618	par			 	 	 	 	
la	le	DET	6620	6621	la			 	 	 	 	
place	place	NOUN	6623	6627	place	B-bn:00030098n	https://babelnet.org/synset?word=bn:00030098n&lang=FR&langTrans=DE	1	 	 	 	
«	«	PUNCT	6629	6629	«			 	 	 	 	
je	il	PRON	6631	6632	je			 	 	 	 	
Londres	Londres	PROPN	6634	6640	Londres			 	 	1	 	
et	et	CCONJ	6642	6643	et			 	 	 	 	
par	par	ADP	6645	6647	par			 	 	 	 	
les	le	DET	6649	6651	les			 	 	 	 	
place	place	NOUN	6653	6657	place	B-bn:00030098n	https://babelnet.org/synset?word=bn:00030098n&lang=FR&langTrans=DE	1	 	 	 	
?	?	PUNCT	6659	6659	?			 	 	 	 	
allemandes	allemand	ADJ	6661	6670	allemandes	B-bn:00103560a	https://babelnet.org/synset?word=bn:00103560a&lang=FR&langTrans=DE	1	 	 	 	
C'	ce	PRON	6672	6673	C'			 	 	 	 	
est	être	AUX	6674	6676	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
un	un	DET	6678	6679	un			 	 	 	 	
très	très	ADV	6681	6684	très	B-bn:00116789r	https://babelnet.org/synset?word=bn:00116789r&lang=FR&langTrans=DE	1	 	 	 	
beau	beau	ADJ	6686	6689	beau	B-bn:00098171a	https://babelnet.org/synset?word=bn:00098171a&lang=FR&langTrans=DE	1	 	 	 	
succès	succès	NOUN	6691	6696	succès	B-bn:00075023n	https://babelnet.org/synset?word=bn:00075023n&lang=FR&langTrans=DE	1	 	 	 	
I	ie	ADJ	6698	6698	I			 	 	 	 	
La	le	DET	6700	6701	La			 	 	 	 	
Société	Société	PROPN	6703	6709	Société	B-bn:00072566n	https://babelnet.org/synset?word=bn:00072566n&lang=FR&langTrans=DE	 	1	1	 	
générale	général	ADJ	6711	6718	générale	B-bn:00103507a	https://babelnet.org/synset?word=bn:00103507a&lang=FR&langTrans=DE	 	1	1	 	
avance	avance	NOUN	6720	6725	avance	B-bn:00085715v	https://babelnet.org/synset?word=bn:00085715v&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	6727	6727	à			 	 	 	 	
la	le	DET	6729	6730	la			 	 	 	 	
Turquie	Turquie	PROPN	6732	6738	Turquie	B-bn:00067236n	https://babelnet.org/synset?word=bn:00067236n&lang=FR&langTrans=DE	1	 	 	 	
la	le	DET	6740	6741	la			 	 	 	 	
somme	sommer	NOUN	6743	6747	somme	B-bn:00003601n	https://babelnet.org/synset?word=bn:00003601n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	6749	6750	de			 	 	 	 	
125	125	NUM	6752	6754	125			 	 	1	 	
millions	million	NOUN	6756	6763	millions	B-bn:00010441n	https://babelnet.org/synset?word=bn:00010441n&lang=FR&langTrans=DE	 	1	1	 	
.	.	PUNCT	6764	6764	.			 	 	 	 	
Les	le	DET	6766	6768	Les			 	 	 	 	
garanties	garantie	NOUN	6770	6778	garanties	B-bn:00042039n	https://babelnet.org/synset?word=bn:00042039n&lang=FR&langTrans=DE	1	 	 	 	
ne	ne	ADV	6780	6781	ne			 	 	 	 	
sont	être	AUX	6783	6786	sont	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
pas	pas	ADV	6788	6790	pas			 	 	 	 	
spécifiées	spécifier	VERB	6792	6801	spécifiées			 	 	 	 	
,	,	PUNCT	6802	6802	,			 	 	 	 	
ce	ce	PRON	6804	6805	ce			 	 	 	 	
qui	qui	PRON	6807	6809	qui			 	 	 	 	
fait	faire	VERB	6811	6814	fait	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=DE	1	 	 	 	
vqjr	vqjr	ADJ	6816	6819	vqjr			 	 	1	1	
que	que	SCONJ	6821	6823	que			 	 	 	 	
l'	le	DET	6825	6826	l'			 	 	 	 	
on	on	PRON	6827	6828	on			 	 	 	 	
va	aller	AUX	6830	6831	va			 	 	 	 	
arriver	arriver	VERB	6833	6839	arriver	B-bn:00083286v	https://babelnet.org/synset?word=bn:00083286v&lang=FR&langTrans=DE	1	 	 	 	
là	là	ADV	6841	6842	là	B-bn:00114427r	https://babelnet.org/synset?word=bn:00114427r&lang=FR&langTrans=DE	1	 	 	 	
aussi	aussi	ADV	6844	6848	aussi	B-bn:00114246r	https://babelnet.org/synset?word=bn:00114246r&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	6850	6850	à			 	 	 	 	
la	le	DET	6852	6853	la			 	 	 	 	
ferme	fermer	VERB	6855	6859	ferme	B-bn:00033676n	https://babelnet.org/synset?word=bn:00033676n&lang=FR&langTrans=DE	1	 	 	 	
des	un	DET	6861	6863	des			 	 	 	 	
tabacs	tabac	NOUN	6865	6870	tabacs	B-bn:00077441n	https://babelnet.org/synset?word=bn:00077441n&lang=FR&langTrans=DE	1	 	 	 	
Il	il	PRON	6872	6873	Il			 	 	 	 	
n'	ne	ADV	6875	6876	n'			 	 	 	 	
y	yu	PRON	6877	6877	y			 	 	 	 	
aura	avoir	VERB	6879	6882	aura	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	1	 	 	 	
pas	pas	ADV	6884	6886	pas			 	 	 	 	
pour	pour	ADP	6888	6891	pour			 	 	 	 	
le	le	DET	6893	6894	le			 	 	 	 	
moment	moment	NOUN	6896	6901	moment	B-bn:00010728n	https://babelnet.org/synset?word=bn:00010728n&lang=FR&langTrans=DE	1	 	 	 	
d'	de	ADP	6903	6904	d'			 	 	 	 	
obligations	obligation	NOUN	6905	6915	obligations	B-bn:00011974n	https://babelnet.org/synset?word=bn:00011974n&lang=FR&langTrans=DE	 	1	1	 	
négociables	négociable	ADJ	6917	6927	négociables	B-bn:00107208a	https://babelnet.org/synset?word=bn:00107208a&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	6928	6928	.			 	 	 	 	
Le	le	DET	6930	6931	Le			 	 	 	 	
Gaulois	Gaulois	PROPN	6933	6939	Gaulois	B-bn:02439124n	https://babelnet.org/synset?word=bn:02439124n&lang=FR&langTrans=DE	 	1	1	 	
dit	dire	VERB	6941	6943	dit	B-bn:03942039n	https://babelnet.org/synset?word=bn:03942039n&lang=FR&langTrans=DE	1	 	 	 	
;	;	PUNCT	6945	6945	;			 	 	 	 	
a	avoir	AUX	6947	6947	a			 	 	 	 	
Nous	nous	PRON	6949	6952	Nous			 	 	 	 	
avons	avoir	VERB	6954	6958	avons	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	1	 	 	 	
des	un	DET	6960	6962	des			 	 	 	 	
motifs	motif	NOUN	6964	6969	motifs	B-bn:00056025n	https://babelnet.org/synset?word=bn:00056025n&lang=FR&langTrans=DE	1	 	 	 	
pour	pour	ADP	6971	6974	pour			 	 	 	 	
croire	croire	VERB	6976	6981	croire	B-bn:00083369v	https://babelnet.org/synset?word=bn:00083369v&lang=FR&langTrans=DE	1	 	 	 	
que	que	SCONJ	6983	6985	que			 	 	 	 	
le	le	DET	6987	6988	le			 	 	 	 	
général	général	NOUN	6990	6996	général	B-bn:00037663n	https://babelnet.org/synset?word=bn:00037663n&lang=FR&langTrans=DE	1	 	 	 	
Prim	Prim	PROPN	6998	7001	Prim	B-bn:02661703n	https://babelnet.org/synset?word=bn:02661703n&lang=FR&langTrans=DE	 	1	1	 	
a	avoir	AUX	7003	7003	a			 	 	 	 	
adressé	adresser	VERB	7005	7011	adressé	B-bn:00082335v	https://babelnet.org/synset?word=bn:00082335v&lang=FR&langTrans=DE	 	1	1	 	
au	au	DET	7013	7014	au			 	 	 	 	
prince	prince	NOUN	7016	7021	prince	B-bn:00064405n	https://babelnet.org/synset?word=bn:00064405n&lang=FR&langTrans=DE	 	1	1	 	
Napoléon	Napoléon	PROPN	7023	7030	Napoléon	B-bn:03878694n	https://babelnet.org/synset?word=bn:03878694n&lang=FR&langTrans=DE	 	1	1	 	
une	un	DET	7032	7034	une			 	 	 	 	
lettre	lettre	NOUN	7036	7041	lettre	B-bn:00050802n	https://babelnet.org/synset?word=bn:00050802n&lang=FR&langTrans=DE	1	 	 	 	
destinée	destiner	VERB	7043	7050	destinée			 	 	 	 	
à	à	ADP	7052	7052	à			 	 	 	 	
être	être	AUX	7054	7057	être	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
communiquée	communiquer	VERB	7059	7069	communiquée			 	 	1	 	
à	à	ADP	7071	7071	à			 	 	 	 	
l'	le	DET	7073	7074	l'			 	 	 	 	
empereur	empereur	NOUN	7075	7082	empereur	B-bn:00030591n	https://babelnet.org/synset?word=bn:00030591n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	7083	7083	.			 	 	 	 	
Cette	ce	DET	7085	7089	Cette			 	 	 	 	
lettre	lettre	NOUN	7091	7096	lettre	B-bn:00050802n	https://babelnet.org/synset?word=bn:00050802n&lang=FR&langTrans=DE	1	 	 	 	
insisterait	insister	VERB	7098	7108	insisterait	B-bn:00089773v	https://babelnet.org/synset?word=bn:00089773v&lang=FR&langTrans=DE	1	 	 	 	
sur	sur	ADP	7110	7112	sur			 	 	 	 	
le	le	DET	7114	7115	le			 	 	 	 	
désir	désir	NOUN	7117	7121	désir	B-bn:00026550n	https://babelnet.org/synset?word=bn:00026550n&lang=FR&langTrans=DE	1	 	 	 	
d	d	NOUN	7123	7123	d			 	 	 	 	
,	,	PUNCT	7124	7124	,			 	 	 	 	
gouvernement	gouvernement	NOUN	7126	7137	gouvernement	B-bn:00001426n	https://babelnet.org/synset?word=bn:00001426n&lang=FR&langTrans=DE	1	 	 	 	
provisoire	provisoire	ADJ	7139	7148	provisoire	B-bn:00102300a	https://babelnet.org/synset?word=bn:00102300a&lang=FR&langTrans=DE	1	 	 	 	
d'	de	ADP	7150	7151	d'			 	 	 	 	
établir	établir	VERB	7152	7158	établir	B-bn:00086567v	https://babelnet.org/synset?word=bn:00086567v&lang=FR&langTrans=DE	1	 	 	 	
les	le	DET	7160	7162	les			 	 	 	 	
relations	relation	NOUN	7164	7172	relations			 	 	 	 	
les	le	DET	7174	7176	les			 	 	 	 	
plus	plus	ADV	7178	7181	plus			 	 	 	 	
amicales	amical	ADJ	7183	7190	amicales	B-bn:00096591a	https://babelnet.org/synset?word=bn:00096591a&lang=FR&langTrans=DE	 	1	1	 	
avec	avec	ADP	7192	7195	avec			 	 	 	 	
la	le	DET	7197	7198	la			 	 	 	 	
France	France	PROPN	7200	7205	France	B-bn:00036202n	https://babelnet.org/synset?word=bn:00036202n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	7206	7206	.			 	 	 	 	
Le	le	DET	7208	7209	Le			 	 	 	 	
gouvernement	gouvernement	NOUN	7211	7222	gouvernement	B-bn:00001426n	https://babelnet.org/synset?word=bn:00001426n&lang=FR&langTrans=DE	1	 	 	 	
n'	ne	ADV	7224	7225	n'			 	 	 	 	
a	avoir	VERB	7226	7226	a			 	 	 	 	
pas	pas	ADV	7228	7230	pas			 	 	 	 	
d'	de	DET	7232	7233	d'			 	 	 	 	
idée	idée	NOUN	7234	7237	idée	B-bn:00045800n	https://babelnet.org/synset?word=bn:00045800n&lang=FR&langTrans=DE	1	 	 	 	
préconçue	préconçu	NOUN	7239	7247	préconçue			 	 	1	 	
sur	sur	ADP	7249	7251	sur			 	 	 	 	
le	le	DET	7253	7254	le			 	 	 	 	
candidat	candidat	NOUN	7256	7263	candidat	B-bn:00015056n	https://babelnet.org/synset?word=bn:00015056n&lang=FR&langTrans=DE	 	1	1	 	
au	au	PRON	7265	7266	au			 	 	1	 	
trône	trôner	VERB	7268	7272	trône	B-bn:00077086n	https://babelnet.org/synset?word=bn:00077086n&lang=FR&langTrans=DE	 	1	1	 	
.	.	PUNCT	7273	7273	.			 	 	 	 	
Il	il	PRON	7275	7276	Il			 	 	 	 	
tâchera	tâcher	VERB	7278	7284	tâchera	B-bn:00087615v	https://babelnet.org/synset?word=bn:00087615v&lang=FR&langTrans=DE	1	 	 	 	
que	que	SCONJ	7286	7288	que			 	 	 	 	
l'	le	DET	7290	7291	l'			 	 	 	 	
élection	élection	NOUN	7292	7299	élection	B-bn:00030113n	https://babelnet.org/synset?word=bn:00030113n&lang=FR&langTrans=DE	1	 	 	 	
tombe	tomb	ADJ	7301	7305	tombe	B-bn:00087364v	https://babelnet.org/synset?word=bn:00087364v&lang=FR&langTrans=DE	 	1	1	 	
sur	sur	ADP	7307	7309	sur			 	 	 	 	
un	un	DET	7311	7312	un			 	 	 	 	
prince	prince	NOUN	7314	7319	prince	B-bn:00064405n	https://babelnet.org/synset?word=bn:00064405n&lang=FR&langTrans=DE	1	 	 	 	
sympathique	sympathique	ADJ	7321	7331	sympathique	B-bn:00111567a	https://babelnet.org/synset?word=bn:00111567a&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	7333	7333	à			 	 	 	 	
l'	le	DET	7335	7336	l'			 	 	 	 	
Europe	Europe	PROPN	7337	7342	Europe	B-bn:00031896n	https://babelnet.org/synset?word=bn:00031896n&lang=FR&langTrans=DE	1	 	 	 	
en	en	ADP	7344	7345	en			 	 	 	 	
général	général	NOUN	7347	7353	général	B-bn:00103507a	https://babelnet.org/synset?word=bn:00103507a&lang=FR&langTrans=DE	1	 	 	 	
et	et	CCONJ	7355	7356	et			 	 	 	 	
à	à	ADP	7358	7358	à			 	 	 	 	
ia	ia	CCONJ	7360	7361	ia			 	 	 	 	
France	France	PROPN	7363	7368	France	B-bn:00036202n	https://babelnet.org/synset?word=bn:00036202n&lang=FR&langTrans=DE	1	 	 	 	
en	en	ADP	7370	7371	en			 	 	 	 	
par	par	ADP	7373	7375	par			 	 	 	 	
ticulier	ticulier	NOUN	7377	7384	ticulier			 	 	 	1	
.	.	PUNCT	7385	7385	.			 	 	 	 	
—	--	PUNCT	7387	7387	—			 	 	 	 	
On	on	PRON	7389	7390	On			 	 	 	 	
lit	lit	NOUN	7392	7394	lit	B-bn:00092426v	https://babelnet.org/synset?word=bn:00092426v&lang=FR&langTrans=DE	1	 	 	 	
dans	dan	ADP	7396	7399	dans			 	 	 	 	
l'	le	DET	7401	7402	l'			 	 	1	 	
Opinion	opinion	NOUN	7403	7409	Opinion	B-bn:00059168n	https://babelnet.org/synset?word=bn:00059168n&lang=FR&langTrans=DE	 	1	1	 	
nationale	national	ADJ	7411	7419	nationale	B-bn:00107137a	https://babelnet.org/synset?word=bn:00107137a&lang=FR&langTrans=DE	 	1	1	 	
:	:	PUNCT	7421	7421	:			 	 	 	 	
«	«	PUNCT	7423	7423	«			 	 	 	 	
L'	le	DET	7425	7426	L'			 	 	 	 	
institut	institut	NOUN	7427	7434	institut	B-bn:00046952n	https://babelnet.org/synset?word=bn:00046952n&lang=FR&langTrans=DE	 	1	1	 	
impérial	impérial	ADJ	7436	7443	impérial	B-bn:00104649a	https://babelnet.org/synset?word=bn:00104649a&lang=FR&langTrans=DE	 	1	1	 	
des	un	DET	7445	7447	des			 	 	1	 	
Jeunes	jeune	NOUN	7449	7454	Jeunes	B-bn:00073643n	https://babelnet.org/synset?word=bn:00073643n&lang=FR&langTrans=DE	 	1	1	 	
Aveugles	Aveugles	PROPN	7456	7463	Aveugles	B-bn:00011260n	https://babelnet.org/synset?word=bn:00011260n&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	7464	7464	,			 	 	 	 	
à	à	ADP	7466	7466	à			 	 	 	 	
Paris	Paris	PROPN	7468	7472	Paris	B-bn:00015540n	https://babelnet.org/synset?word=bn:00015540n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	7473	7473	,			 	 	 	 	
appréciant	apprécier	VERB	7475	7484	appréciant	B-bn:00082723v	https://babelnet.org/synset?word=bn:00082723v&lang=FR&langTrans=DE	1	 	 	 	
le	le	DET	7486	7487	le			 	 	 	 	
nouveau	nouveau	ADJ	7489	7495	nouveau	B-bn:00107267a	https://babelnet.org/synset?word=bn:00107267a&lang=FR&langTrans=DE	1	 	 	 	
système	système	NOUN	7497	7503	système	B-bn:00075760n	https://babelnet.org/synset?word=bn:00075760n&lang=FR&langTrans=DE	1	 	 	 	
d'	de	ADP	7505	7506	d'			 	 	 	 	
impression	impression	NOUN	7507	7516	impression	B-bn:03662770n	https://babelnet.org/synset?word=bn:03662770n&lang=FR&langTrans=DE	 	1	1	 	
en	en	ADP	7518	7519	en			 	 	 	 	
relief	relief	AUX	7521	7526	relief	B-bn:00030494n	https://babelnet.org/synset?word=bn:00030494n&lang=FR&langTrans=DE	1	 	 	 	
inventé	inventer	VERB	7528	7534	inventé	B-bn:00085743v	https://babelnet.org/synset?word=bn:00085743v&lang=FR&langTrans=DE	1	 	 	 	
par	par	ADP	7536	7538	par			 	 	 	 	
M.	monsieur	NOUN	7540	7541	M.			 	 	1	 	
Albert	Albert	PROPN	7543	7548	Albert			 	 	1	 	
Rouiller	Rouiller	PROPN	7550	7557	Rouiller			 	 	1	 	
,	,	PUNCT	7558	7558	,			 	 	 	 	
