token	lemma	pos	onset	offset	entity	babelfy_id (iob)	link	TP	FP	FN	OCR
Volk	Volk	NOUN	7214	7217	Volk	B-bn:00061450n	https://babelnet.org/synset?word=bn:00061450n&lang=DE&langTrans=EN	1			
weiß	weiß	VERB	7219	7222	weiß	B-bn:00085261v	https://babelnet.org/synset?word=bn:00085261v&lang=DE&langTrans=EN	1			
zu	zu	PART	7224	7225							
genau	genau	ADJ	7227	7231	genau	B-bn:00096292a	https://babelnet.org/synset?word=bn:00096292a&lang=DE&langTrans=EN	1			
,	,	PUNCT	7232	7232							
in	in	ADP	7234	7235							
wie	wie	CONJ	7237	7239							
schwerem	schwer	ADJ	7241	7248							
Kampfe	Kampf	NOUN	7250	7255	Kampfe	B-bn:00005731n	https://babelnet.org/synset?word=bn:00005731n&lang=DE&langTrans=EN	1			
unsere	mein	DET	7257	7262							
tapfern	tapfern	ADJ	7264	7270							
Unterseebootsbesatzungen	Unterseebootsbesatzungen	NOUN	7272	7295						1	
seit	seit	ADP	7297	7300							
mehr	mehr	DET	7302	7305	mehr	B-bn:00116285r	https://babelnet.org/synset?word=bn:00116285r&lang=DE&langTrans=EN	1			
als	als	CONJ	7307	7309							
vier	vier	NUM	7311	7314							
Kriegsjahren	Kriegsjahren	NOUN	7316	7327	Kriegsjahren	B-bn:05259754n	https://babelnet.org/synset?word=bn:05259754n&lang=DE&langTrans=EN	1			
stehen	stehen	VERB	7329	7334	stehen	B-bn:00092759v	https://babelnet.org/synset?word=bn:00092759v&lang=DE&langTrans=EN		1	1	
und	und	CONJ	7336	7338							
daß	daß	SCONJ	7340	7342							
in	in	ADP	7344	7345							
zunehmendem	zunehmend	ADJ	7347	7357							
Maße	maßen	NOUN	7359	7362	Maße	B-bn:01258038n	https://babelnet.org/synset?word=bn:01258038n&lang=DE&langTrans=EN		1	1	
von	von	ADP	7364	7366							
ihnen	ich	PRON	7368	7372							
haben	haben	AUX	7374	7378	haben	B-bn:00085002v	https://babelnet.org/synset?word=bn:00085002v&lang=DE&langTrans=EN		1		
Opfer	opfern	NOUN	7380	7384	Opfer	B-bn:00079940n	https://babelnet.org/synset?word=bn:00079940n&lang=DE&langTrans=EN	1			
gebracht	bringen	VERB	7386	7393	gebracht	B-bn:00084058v	https://babelnet.org/synset?word=bn:00084058v&lang=DE&langTrans=EN		1	1	
werden	werden	AUX	7395	7400							
müssen	müssen	VERB	7402	7407	müssen	B-bn:13601282v	https://babelnet.org/synset?word=bn:13601282v&lang=DE&langTrans=EN	1			
.	.	PUNCT	7408	7408							
Haben	haben	AUX	7410	7414							
doch	doch	ADV	7416	7419							
die	der	DET	7421	7423							
Gegner	Gegner	NOUN	7425	7430	Gegner	B-bn:00001582n	https://babelnet.org/synset?word=bn:00001582n&lang=DE&langTrans=EN	1			
,	,	PUNCT	7431	7431							
besonders	besonders	ADV	7433	7441	besonders	B-bn:00115235r	https://babelnet.org/synset?word=bn:00115235r&lang=DE&langTrans=EN	1			
England	England	PROPN	7443	7449	England	B-bn:00030861n	https://babelnet.org/synset?word=bn:00030861n&lang=DE&langTrans=EN	1			
,	,	PUNCT	7450	7450							
sich	sich	PRON	7452	7455							
nicht	nicht	PART	7457	7461							
gescheut	scheuen	VERB	7463	7470							
,	,	PUNCT	7471	7471							
zur	zur	ADP	7473	7475							
Bekämpfung	Bekämpfung	NOUN	7477	7486						1	
der	der	DET	7488	7490							
durch	durch	ADP	7492	7496							
die	der	DET	7498	7500							
Unterseeboote	Unterseeboote	NOUN	7502	7514	Unterseeboote	B-bn:00062349n	https://babelnet.org/synset?word=bn:00062349n&lang=DE&langTrans=EN	1			
drohenden	drohend	ADJ	7516	7524	drohenden	B-bn:00098000a	https://babelnet.org/synset?word=bn:00098000a&lang=DE&langTrans=EN	1			
Gefahr	Gefahr	NOUN	7526	7531	Gefahr	B-bn:00025171n	https://babelnet.org/synset?word=bn:00025171n&lang=DE&langTrans=EN	1			
neben	neben	ADP	7533	7537							
rechtmäßigen	rechtmäßig	ADJ	7539	7550	rechtmäßigen	B-bn:00099205a	https://babelnet.org/synset?word=bn:00099205a&lang=DE&langTrans=EN	1			
Mitteln	Mittel	NOUN	7552	7558	Mitteln	B-bn:00016459n	https://babelnet.org/synset?word=bn:00016459n&lang=DE&langTrans=EN		1	1	
auch	auch	ADV	7560	7563							
zu	zu	ADP	7565	7566							
Maßnahmen	Maßnahme	NOUN	7568	7576	Maßnahmen	B-bn:05394553n	https://babelnet.org/synset?word=bn:05394553n&lang=DE&langTrans=EN	1			
zu	zu	PART	7578	7579							
greifen	greifen	VERB	7581	7587	greifen	B-bn:00088996v	https://babelnet.org/synset?word=bn:00088996v&lang=DE&langTrans=EN		1	1	
,	,	PUNCT	7588	7588							
deren	der	DET	7590	7594							
Niedertracht	Niedertracht	NOUN	7596	7607	Niedertracht	B-bn:00061552n	https://babelnet.org/synset?word=bn:00061552n&lang=DE&langTrans=EN	1			
einen	ein	DET	7609	7613							
Schandfleck	Schandfleck	NOUN	7615	7625	Schandfleck	B-bn:00032560n	https://babelnet.org/synset?word=bn:00032560n&lang=DE&langTrans=EN	1			
mehr	mehr	ADV	7627	7630	mehr	B-bn:00116285r	https://babelnet.org/synset?word=bn:00116285r&lang=DE&langTrans=EN		1		
auf	auf	ADP	7632	7634							
Englands	England	PROPN	7636	7643	Englands	B-bn:00030861n	https://babelnet.org/synset?word=bn:00030861n&lang=DE&langTrans=EN	1			
Schild	Schild	NOUN	7645	7650	Schild	B-bn:00013602n	https://babelnet.org/synset?word=bn:00013602n&lang=DE&langTrans=EN	1			
darstellen	darstellen	VERB	7652	7661	darstellen	B-bn:00086611v	https://babelnet.org/synset?word=bn:00086611v&lang=DE&langTrans=EN	1			
.	.	PUNCT	7662	7662							
Man	Man	PRON	7664	7666	Man	B-bn:02768838n	https://babelnet.org/synset?word=bn:02768838n&lang=DE&langTrans=EN	1			
wird	werden	AUX	7668	7671							
unsern	unsern	ADJ	7673	7678							
Verlust	Verlust	NOUN	7680	7686	Verlust	B-bn:00052050n	https://babelnet.org/synset?word=bn:00052050n&lang=DE&langTrans=EN	1			
an	an	ADP	7688	7689							
Unterseebooten	Unterseebooten	NOUN	7691	7704	Unterseebooten	B-bn:00062349n	https://babelnet.org/synset?word=bn:00062349n&lang=DE&langTrans=EN	1			
bedauern	bedauern	VERB	7706	7713	bedauern	B-bn:00092684v	https://babelnet.org/synset?word=bn:00092684v&lang=DE&langTrans=EN	1			
;	;	PUNCT	7714	7714							
jedoch	jedoch	ADV	7716	7721	jedoch	B-bn:00114216r	https://babelnet.org/synset?word=bn:00114216r&lang=DE&langTrans=EN	1			
ist	sein	AUX	7723	7725							
er	ich	PRON	7727	7728							
für	für	ADP	7730	7732							
jeden	jed	DET	7734	7738							
Fachmann	Fachmann	NOUN	7740	7747	Fachmann	B-bn:05280293n	https://babelnet.org/synset?word=bn:05280293n&lang=DE&langTrans=EN	1			
durch	durch	ADP	7749	7753							
die	der	DET	7755	7757							
wachsende	wachsend	ADJ	7759	7767						1	
Zunahme	Zunahme	NOUN	7769	7775	Zunahme	B-bn:00000766n	https://babelnet.org/synset?word=bn:00000766n&lang=DE&langTrans=EN	1			
der	der	DET	7777	7779							
Gegenmaßregeln	Gegenmaßregeln	NOUN	7781	7794							
und	und	CONJ	7796	7798							
die	der	DET	7800	7802							
größere	groß	ADJ	7804	7810	größere	B-bn:00098342a	https://babelnet.org/synset?word=bn:00098342a&lang=DE&langTrans=EN	1			
Zahl	zahlen	NOUN	7812	7815	Zahl	B-bn:00058285n	https://babelnet.org/synset?word=bn:00058285n&lang=DE&langTrans=EN	1			
der	der	DET	7817	7819							
am	am	ADP	7821	7822							
Feinde	feinden	NOUN	7824	7829	Feinde	B-bn:00030814n	https://babelnet.org/synset?word=bn:00030814n&lang=DE&langTrans=EN	1			
befindlichen	befindliche	ADJ	7831	7842							
Unterfeeboote	Unterfeeboote	NOUN	7844	7856						1	1
durchaus	durchaus	ADV	7858	7865							
erklärlich	erklärlich	ADJ	7867	7876							
.	.	PUNCT	7877	7877							
Zu	zu	ADP	7879	7880							
ernstern	ernstern	ADJ	7882	7889							
Bedenken	Bedenken	NOUN	7891	7898	Bedenken	B-bn:00026192n	https://babelnet.org/synset?word=bn:00026192n&lang=DE&langTrans=EN		1	1	
könnten	können	VERB	7900	7906	könnten	B-bn:13644876v	https://babelnet.org/synset?word=bn:13644876v&lang=DE&langTrans=EN		1		
unsere	mein	DET	7908	7913							
Verluste	Verlust	NOUN	7915	7922	Verluste	B-bn:00052050n	https://babelnet.org/synset?word=bn:00052050n&lang=DE&langTrans=EN	1			
nur	nur	ADV	7924	7926							
dann	dann	ADV	7928	7931							
Anlaß	Anlaß	NOUN	7933	7937							
geben	geben	VERB	7939	7943	geben	B-bn:00088815v	https://babelnet.org/synset?word=bn:00088815v&lang=DE&langTrans=EN		1	1	
,	,	PUNCT	7944	7944							
wenn	wenn	SCONJ	7946	7949							
der	der	DET	7951	7953							
Zuwachs	Zuwachs	NOUN	7955	7961	Zuwachs	B-bn:05285637n	https://babelnet.org/synset?word=bn:05285637n&lang=DE&langTrans=EN		1	1	
an	an	ADP	7963	7964							
Booten	Boot	NOUN	7966	7971	Booten	B-bn:00011674n	https://babelnet.org/synset?word=bn:00011674n&lang=DE&langTrans=EN	1			
die	der	DET	7973	7975							
Zahl	zahlen	NOUN	7977	7980	Zahl	B-bn:00058285n	https://babelnet.org/synset?word=bn:00058285n&lang=DE&langTrans=EN	1			
der	der	DET	7982	7984							
vernichteten	vernichten	ADJ	7986	7997							
nicht	nicht	PART	7999	8003							
überträfe	übertreffen	VERB	8005	8013	überträfe	B-bn:00083461v	https://babelnet.org/synset?word=bn:00083461v&lang=DE&langTrans=EN		1	1	
.	.	PUNCT	8014	8014							
Daß	Daß	SCONJ	8016	8018							
wir	ich	PRON	8020	8022							
aber	aber	ADV	8024	8027							
mehr	mehr	DET	8029	8032	mehr	B-bn:00116285r	https://babelnet.org/synset?word=bn:00116285r&lang=DE&langTrans=EN	1			
Boote	booten	NOUN	8034	8038	Boote	B-bn:00011674n	https://babelnet.org/synset?word=bn:00011674n&lang=DE&langTrans=EN	1			
bauen	bauen	VERB	8040	8044	bauen	B-bn:00084198v	https://babelnet.org/synset?word=bn:00084198v&lang=DE&langTrans=EN	1			
als	als	CONJ	8046	8048							
verlieren	verlieren	VERB	8050	8058	verlieren	B-bn:00090485v	https://babelnet.org/synset?word=bn:00090485v&lang=DE&langTrans=EN	1			
,	,	PUNCT	8059	8059							
ist	sein	AUX	8061	8063							
von	von	ADP	8065	8067							
amtlicher	amtlich	ADJ	8069	8077	amtlicher	B-bn:00107770a	https://babelnet.org/synset?word=bn:00107770a&lang=DE&langTrans=EN	1			
Stelle	stellen	NOUN	8079	8084	Stelle	B-bn:00063743n	https://babelnet.org/synset?word=bn:00063743n&lang=DE&langTrans=EN		1	1	
wiederholt	wiederholen	ADJ	8086	8095							
unzweideutig	unzweideutig	ADJ	8097	8108	unzweideutig	B-bn:00112306a	https://babelnet.org/synset?word=bn:00112306a&lang=DE&langTrans=EN	1			
festgestellt	feststellen	VERB	8110	8121	festgestellt	B-bn:00082814v	https://babelnet.org/synset?word=bn:00082814v&lang=DE&langTrans=EN	1			
worden	werden	AUX	8123	8128							
.	.	PUNCT	8129	8129							
Jede	jed	DET	8131	8134							
neu	neu	ADJ	8136	8138	neu	B-bn:00107267a	https://babelnet.org/synset?word=bn:00107267a&lang=DE&langTrans=EN		1	1	
an	an	ADP	8140	8141							
den	der	DET	8143	8145							
Feind	Feind	NOUN	8147	8151	Feind	B-bn:00030814n	https://babelnet.org/synset?word=bn:00030814n&lang=DE&langTrans=EN	1			
kommende	kommend	ADJ	8153	8160							
Unterseebootsbesatzung	Unterseebootsbesatzung	NOUN	8162	8183						1	
wird	werden	AUX	8185	8188							
den	der	DET	8190	8192							
Geg	Geg	NOUN	8194	8196						1	1
nern	nern	VERB	8198	8201						1	1
zeigen	zeigen	VERB	8203	8208	zeigen	B-bn:00086567v	https://babelnet.org/synset?word=bn:00086567v&lang=DE&langTrans=EN	1			
,	,	PUNCT	8209	8209							
daß	daß	SCONJ	8211	8213							
ihr	mein	DET	8215	8217							
Wille	Wille	NOUN	8219	8223	Wille	B-bn:16772028n	https://babelnet.org/synset?word=bn:16772028n&lang=DE&langTrans=EN	1			
,	,	PUNCT	8224	8224							
das	der	DET	8226	8228							
Ziel	zielen	NOUN	8230	8233	Ziel	B-bn:00030721n	https://babelnet.org/synset?word=bn:00030721n&lang=DE&langTrans=EN	1			
zu	zu	PART	8235	8236							
erreichen	erreichen	VERB	8238	8246	erreichen	B-bn:00082226v	https://babelnet.org/synset?word=bn:00082226v&lang=DE&langTrans=EN	1			
,	,	PUNCT	8247	8247							
ungebrochen	ungebrochen	ADJ	8249	8259							
ist	sein	AUX	8261	8263							
.	.	PUNCT	8264	8264							
Sie	ich	PRON	8266	8268							
werden	werden	AUX	8270	8275							
durch	durch	ADP	8277	8281							
ihren	mein	DET	8283	8287							
Mut	Mut	NOUN	8289	8291	Mut	B-bn:00012839n	https://babelnet.org/synset?word=bn:00012839n&lang=DE&langTrans=EN	1			
und	und	CONJ	8293	8295							
ihre	mein	DET	8297	8300							
Unerschrockenheit	Unerschrockenheit	NOUN	8302	8318	Unerschrockenheit	B-bn:00042293n	https://babelnet.org/synset?word=bn:00042293n&lang=DE&langTrans=EN	1			
das	der	DET	8320	8322							
Andenken	Andenken	NOUN	8324	8331	Andenken	B-bn:15966693n	https://babelnet.org/synset?word=bn:15966693n&lang=DE&langTrans=EN		1	1	
aller	all	DET	8333	8337							
derer	derer	PRON	8339	8343							
ehren	ehren	VERB	8345	8349	ehren	B-bn:00089449v	https://babelnet.org/synset?word=bn:00089449v&lang=DE&langTrans=EN	1			
,	,	PUNCT	8350	8350							
die	der	PRON	8352	8354							
ihr	mein	DET	8356	8358							
Leben	Leben	NOUN	8360	8364	Leben	B-bn:00051054n	https://babelnet.org/synset?word=bn:00051054n&lang=DE&langTrans=EN	1			
gelassen	lassen	VERB	8366	8373	gelassen	B-bn:00084198v	https://babelnet.org/synset?word=bn:00084198v&lang=DE&langTrans=EN		1	1	
haben	haben	AUX	8375	8379	haben	B-bn:00085002v	https://babelnet.org/synset?word=bn:00085002v&lang=DE&langTrans=EN		1		
für	für	ADP	8381	8383							
die	der	DET	8385	8387							
Verteidigung	Verteidigung	NOUN	8389	8400	Verteidigung	B-bn:00025878n	https://babelnet.org/synset?word=bn:00025878n&lang=DE&langTrans=EN	1			
des	der	DET	8402	8404							
Vaterlandes	Vaterlandes	NOUN	8406	8416						1	
.	.	PUNCT	8417	8417							
Total								336	92	159	26
