token	lemma	pos	onset	offset	entity	bablefy_id (iob)	link	TP_MERGE	FP_MERGE	FN_MERGE	OCR_MERGE
Râle	Râle	PROPN	5899	5902	Râle	B-bn:00041999n	https://babelnet.org/synset?word=bn:00041999n&lang=FR&langTrans=EN		1	1	1
et	et	CCONJ	5904	5905							
de	de	ADP	5907	5908							
Reme	Reme	PROPN	5910	5913							1
qui	qui	PRON	5915	5917							
.	.	PUNCT	5918	5918							
appuient	appuyer	VERB	5920	5927	appuient	B-bn:00083243v	https://babelnet.org/synset?word=bn:00083243v&lang=FR&langTrans=EN	1			
la	le	DET	5929	5930							
proposition	proposition	NOUN	5932	5942	proposition	B-bn:00064779n	https://babelnet.org/synset?word=bn:00064779n&lang=FR&langTrans=EN		1	1	
de	de	ADP	5944	5945							
Genève	Genève	PROPN	5947	5952						1	
.	.	PUNCT	5953	5953							
Vaud	Vaud	PROPN	5955	5958	Vaud	B-bn:02251749n	https://babelnet.org/synset?word=bn:02251749n&lang=FR&langTrans=EN	1			
,	,	PUNCT	5959	5959							
tout	tout	ADV	5961	5964							
en	en	ADP	5966	5967							
l'	le	DET	5969	5970							
appuyant	appuyer	VERB	5971	5978	appuyant	B-bn:00083243v	https://babelnet.org/synset?word=bn:00083243v&lang=FR&langTrans=EN	1			
quant	quant	SCONJ	5980	5984							
au	au	PRON	5986	5987							
fond	fond	NOUN	5989	5992	fond	B-bn:00012365n	https://babelnet.org/synset?word=bn:00012365n&lang=FR&langTrans=EN	1			
,	,	PUNCT	5993	5993							
demande	demander	VERB	5995	6001	demande	B-bn:00082817v	https://babelnet.org/synset?word=bn:00082817v&lang=FR&langTrans=EN	1			
qu'	que	SCONJ	6003	6005							
elle	lui	PRON	6006	6009							
soit	être	AUX	6011	6014	soit	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
ajournée	ajourner	VERB	6016	6023						1	
.	.	PUNCT	6024	6024							
En	En	ADP	6026	6027							
général	général	NOUN	6029	6035	général	B-bn:00037663n	https://babelnet.org/synset?word=bn:00037663n&lang=FR&langTrans=EN		1	1	
,	,	PUNCT	6036	6036							
les	le	DET	6038	6040							
cantons	canton	NOUN	6042	6048	cantons	B-bn:03142192n	https://babelnet.org/synset?word=bn:03142192n&lang=FR&langTrans=EN		1	1	
français	français	ADJ	6050	6057	français	I-bn:03142192n	https://babelnet.org/synset?word=bn:03142192n&lang=FR&langTrans=EN		1	1	
appuient	appuyer	VERB	6059	6066	appuient	B-bn:00083243v	https://babelnet.org/synset?word=bn:00083243v&lang=FR&langTrans=EN	1			
la	le	DET	6068	6069							
proposition	proposition	NOUN	6071	6081	proposition	B-bn:00064779n	https://babelnet.org/synset?word=bn:00064779n&lang=FR&langTrans=EN		1	1	
de	de	ADP	6083	6084							
publier	publier	VERB	6086	6092	publier	B-bn:00084099v	https://babelnet.org/synset?word=bn:00084099v&lang=FR&langTrans=EN	1			
un	un	DET	6094	6095							
bulletin	bulletin	NOUN	6097	6104	bulletin	B-bn:00013812n	https://babelnet.org/synset?word=bn:00013812n&lang=FR&langTrans=EN	1			
.	.	PUNCT	6105	6105							
Après	Après	ADP	6107	6111							
le	le	DET	6113	6114							
tour	tour	NOUN	6116	6119	tour	B-bn:00050151n	https://babelnet.org/synset?word=bn:00050151n&lang=FR&langTrans=EN		1	1	
de	de	ADP	6121	6122							
délibération	délibération	NOUN	6124	6135	délibération	B-bn:00026036n	https://babelnet.org/synset?word=bn:00026036n&lang=FR&langTrans=EN	1			
,	,	PUNCT	6136	6136							
Genève	Genève	PROPN	6138	6143						1	
prend	prendre	VERB	6145	6149	prend	B-bn:00088762v	https://babelnet.org/synset?word=bn:00088762v&lang=FR&langTrans=EN	1			
encore	encore	ADV	6151	6156	encore	B-bn:00114171r	https://babelnet.org/synset?word=bn:00114171r&lang=FR&langTrans=EN	1			
la	le	DET	6158	6159							
pa	pa	NOUN	6161	6162	pa	B-bn:00024989n	https://babelnet.org/synset?word=bn:00024989n&lang=FR&langTrans=EN		1		1
role	role	VERB	6164	6167	role	B-bn:04699608n	https://babelnet.org/synset?word=bn:04699608n&lang=FR&langTrans=EN		1		1
pour	pour	ADP	6169	6172							
défendre	défendre	VERB	6174	6181	défendre	B-bn:00086452v	https://babelnet.org/synset?word=bn:00086452v&lang=FR&langTrans=EN	1			
la	le	DET	6183	6184							
proposition	proposition	NOUN	6186	6196	proposition	B-bn:00064779n	https://babelnet.org/synset?word=bn:00064779n&lang=FR&langTrans=EN		1	1	
.	.	PUNCT	6197	6197							
Le	le	DET	6199	6200							
seul	seul	ADJ	6202	6205	seul	B-bn:00096872a	https://babelnet.org/synset?word=bn:00096872a&lang=FR&langTrans=EN	1			
argument	argument	NOUN	6207	6214	argument	B-bn:00005600n	https://babelnet.org/synset?word=bn:00005600n&lang=FR&langTrans=EN	1			
qu'	que	SCONJ	6216	6218							
on	on	PRON	6219	6220							
pourrait	pouvoir	AUX	6222	6229	pourrait	B-bn:13601970v	https://babelnet.org/synset?word=bn:13601970v&lang=FR&langTrans=EN	1			
faire	faire	VERB	6231	6235	faire	B-bn:00090025v	https://babelnet.org/synset?word=bn:00090025v&lang=FR&langTrans=EN	1			
valoir	valoir	VERB	6237	6242	valoir	I-bn:00090025v	https://babelnet.org/synset?word=bn:00090025v&lang=FR&langTrans=EN	1			
contre	contrer	ADP	6244	6249							
celle	celui	PRON	6251	6255							
proposition	proposition	NOUN	6257	6267	proposition	B-bn:00064779n	https://babelnet.org/synset?word=bn:00064779n&lang=FR&langTrans=EN		1	1	
,	,	PUNCT	6268	6268							
c'	ce	PRON	6270	6271							
est	être	AUX	6272	6274						1	
,	,	PUNCT	6275	6275							
dit	dire	VERB	6277	6279						1	
-	-	PUNCT	6280	6280							
il	il	PRON	6281	6282							
,	,	PUNCT	6283	6283							
la	le	DET	6285	6286							
question	question	NOUN	6288	6295	question	B-bn:00047208n	https://babelnet.org/synset?word=bn:00047208n&lang=FR&langTrans=EN	1			
des	un	DET	6297	6299							
frais	frais	NOUN	6301	6305	frais	B-bn:00074577n	https://babelnet.org/synset?word=bn:00074577n&lang=FR&langTrans=EN		1	1	
.	.	PUNCT	6306	6306							
Mais	Mais	CCONJ	6308	6311							
il	il	PRON	6313	6314							
ne	ne	ADV	6316	6317						1	
serait	être	VERB	6319	6324	serait	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
pas	pas	ADV	6326	6328						1	
nécessaire	nécessaire	ADJ	6330	6339	nécessaire	B-bn:00107182a	https://babelnet.org/synset?word=bn:00107182a&lang=FR&langTrans=EN	1			
,	,	PUNCT	6340	6340							
t-il	t-il	ADV	6342	6345							
,	,	PUNCT	6346	6346							
de	de	ADP	6348	6349							
reproduire	reproduire	NOUN	6351	6360	reproduire	B-bn:00092851v	https://babelnet.org/synset?word=bn:00092851v&lang=FR&langTrans=EN	1			
textuellement	textuellement	ADV	6362	6374						1	
tous	tou	ADJ	6376	6379							
les	le	DET	6381	6383							
discours	discours	NOUN	6385	6392	discours	B-bn:00049018n	https://babelnet.org/synset?word=bn:00049018n&lang=FR&langTrans=EN		1	1	
.	.	PUNCT	6393	6393							
Il	il	PRON	6395	6396							
suffirait	suffire	VERB	6398	6406	suffirait	B-bn:00088429v	https://babelnet.org/synset?word=bn:00088429v&lang=FR&langTrans=EN		1	1	
de	de	ADP	6408	6409							
reproduire	reproduire	VERB	6411	6420	reproduire	B-bn:00092851v	https://babelnet.org/synset?word=bn:00092851v&lang=FR&langTrans=EN	1			
les	le	DET	6422	6424							
pensées	pensée	NOUN	6426	6432						1	
des	un	DET	6434	6436							
orateurs	orateur	NOUN	6438	6445	orateurs	B-bn:00059275n	https://babelnet.org/synset?word=bn:00059275n&lang=FR&langTrans=EN	1			
,	,	PUNCT	6446	6446							
et	et	CCONJ	6448	6449							
deux	deux	NUM	6451	6454							
personnes	personne	NOUN	6456	6464	personnes	B-bn:00046516n	https://babelnet.org/synset?word=bn:00046516n&lang=FR&langTrans=EN	1			
seraient	être	AUX	6466	6473	seraient	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
à	à	ADP	6475	6475							
même	même	ADV	6477	6480						1	
de	de	ADP	6482	6483							
soigner	soigner	VERB	6485	6491	soigner	B-bn:00091106v	https://babelnet.org/synset?word=bn:00091106v&lang=FR&langTrans=EN		1	1	
celte	celte	NOUN	6493	6497							
publication	publication	NOUN	6499	6509	publication	B-bn:00047693n	https://babelnet.org/synset?word=bn:00047693n&lang=FR&langTrans=EN	1			
.	.	PUNCT	6510	6510							
Il	il	PRON	6512	6513							
y	yu	PRON	6515	6515							
aura	avoir	VERB	6517	6520	aura	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=EN	1			
d'	de	ADP	6522	6523							
ailleurs	ailleur	NOUN	6524	6531	ailleurs	B-bn:00115192r	https://babelnet.org/synset?word=bn:00115192r&lang=FR&langTrans=EN	1			
beaucoup	beaucoup	ADV	6533	6540	beaucoup	B-bn:00114047r	https://babelnet.org/synset?word=bn:00114047r&lang=FR&langTrans=EN	1			
à	à	ADP	6542	6542							
faire	faire	VERB	6544	6548	faire	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=EN	1			
dans	dan	ADP	6550	6553							
la	le	DET	6555	6556							
Diète	diète	NOUN	6558	6562	Diète	B-bn:00027012n	https://babelnet.org/synset?word=bn:00027012n&lang=FR&langTrans=EN	1			
actuelle	actuel	ADJ	6564	6571	actuelle	B-bn:00108977a	https://babelnet.org/synset?word=bn:00108977a&lang=FR&langTrans=EN	1			
,	,	PUNCT	6572	6572							
soit	être	CCONJ	6574	6577						1	
que	que	SCONJ	6579	6581							
la	le	DET	6583	6584							
constitution	constitution	NOUN	6586	6597						1	
fédéralesoitacceptée	fédéralesoitaccepter	VERB	6599	6618						1	1
,	,	PUNCT	6619	6619							
soitqu'	soitqu'	ADP	6621	6627							
ellesoit	ellesoit	NOUN	6628	6635							
rejelée	rejeler	VERB	6637	6643						1	1
.	.	PUNCT	6644	6644							
Il	il	PRON	6646	6647							
y	yu	PRON	6649	6649							
aura	avoir	VERB	6651	6654	aura	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=EN	1			
plusieurs	plusieurs	DET	6656	6664							
décrets	décret	NOUN	6666	6672	décrets	B-bn:00025781n	https://babelnet.org/synset?word=bn:00025781n&lang=FR&langTrans=EN	1			
à	à	ADP	6674	6674							
rendre	rendre	VERB	6676	6681	rendre	B-bn:00092791v	https://babelnet.org/synset?word=bn:00092791v&lang=FR&langTrans=EN	1			
.	.	PUNCT	6682	6682							
Celte	celte	NOUN	6684	6688	Celte	B-bn:00017070n	https://babelnet.org/synset?word=bn:00017070n&lang=FR&langTrans=EN		1		1
publication	publication	NOUN	6690	6700	publication	B-bn:00047693n	https://babelnet.org/synset?word=bn:00047693n&lang=FR&langTrans=EN	1			
est	être	AUX	6702	6704	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
donc	donc	ADV	6706	6709	donc	B-bn:00115635r	https://babelnet.org/synset?word=bn:00115635r&lang=FR&langTrans=EN	1			
indispensable	indispensable	ADJ	6711	6723	indispensable	B-bn:00104964a	https://babelnet.org/synset?word=bn:00104964a&lang=FR&langTrans=EN	1			
,	,	PUNCT	6724	6724							
si	si	SCONJ	6726	6727							
ce	ce	PRON	6729	6730							
n'	ne	ADV	6732	6733						1	
est	être	AUX	6734	6736						1	
pour	pour	ADP	6738	6741							
la	le	DET	6743	6744							
session	session	NOUN	6746	6752						1	
actuelle	actuel	ADJ	6754	6761	actuelle	B-bn:00108977a	https://babelnet.org/synset?word=bn:00108977a&lang=FR&langTrans=EN	1			
,	,	PUNCT	6762	6762							
du	du	DET	6764	6765							
moins	moins	ADV	6767	6771	moins	B-bn:00116104r	https://babelnet.org/synset?word=bn:00116104r&lang=FR&langTrans=EN	1			
pour	pour	ADP	6773	6776							
la	le	DET	6778	6779							
session	session	NOUN	6781	6787	session	B-bn:00070689n	https://babelnet.org/synset?word=bn:00070689n&lang=FR&langTrans=EN	1			
suivante	suivant	ADJ	6789	6796	suivante	B-bn:00103172a	https://babelnet.org/synset?word=bn:00103172a&lang=FR&langTrans=EN	1			
.	.	PUNCT	6797	6797							
Le	le	DET	6799	6800							
peuple	peuple	NOUN	6802	6807	peuple	B-bn:00075601n	https://babelnet.org/synset?word=bn:00075601n&lang=FR&langTrans=EN	1			
suisse	suisse	ADJ	6809	6814	suisse	I-bn:00075601n	https://babelnet.org/synset?word=bn:00075601n&lang=FR&langTrans=EN	1			
lient	lier	ADV	6816	6820	lient	B-bn:00085623v	https://babelnet.org/synset?word=bn:00085623v&lang=FR&langTrans=EN	1			
à	à	ADP	6822	6822							
avoir	avoir	VERB	6824	6828	avoir	B-bn:00089240v	https://babelnet.org/synset?word=bn:00089240v&lang=FR&langTrans=EN	1			
un	un	DET	6830	6831							
compte-rendu	compte-rendu	NOUN	6833	6844	compte-rendu	B-bn:04691751n	https://babelnet.org/synset?word=bn:04691751n&lang=FR&langTrans=EN	1			
aussi	aussi	ADV	6846	6850	aussi	B-bn:00114246r	https://babelnet.org/synset?word=bn:00114246r&lang=FR&langTrans=EN	1			
détaillé	détailler	VERB	6852	6859	détaillé	B-bn:00086707v	https://babelnet.org/synset?word=bn:00086707v&lang=FR&langTrans=EN		1	1	
que	que	SCONJ	6861	6863							
possible	possible	ADJ	6865	6872	possible	B-bn:00108829a	https://babelnet.org/synset?word=bn:00108829a&lang=FR&langTrans=EN	1			
de	de	ADP	6874	6875							
tout	tout	ADJ	6877	6880							
ce	ce	PRON	6882	6883							
qui	qui	PRON	6885	6887							
se	se	PRON	6889	6890							
passe	passer	VERB	6892	6896	passe	B-bn:00091458v	https://babelnet.org/synset?word=bn:00091458v&lang=FR&langTrans=EN	1			
dans	dan	ADP	6898	6901							
le	le	DET	6903	6904							
seiri	seiri	NOUN	6906	6910						1	1
de	de	ADP	6912	6913							
la	le	DET	6915	6916							
Diète	Diète	PROPN	6918	6922	Diète	B-bn:00027012n	https://babelnet.org/synset?word=bn:00027012n&lang=FR&langTrans=EN	1			
.	.	PUNCT	6923	6923							
A	A	ADP	6925	6925							
la	le	DET	6927	6928							
volalion	volalion	NOUN	6930	6937						1	1
,	,	PUNCT	6938	6938							
la	le	DET	6940	6941							
proposition	proposition	NOUN	6943	6953	proposition	B-bn:00064779n	https://babelnet.org/synset?word=bn:00064779n&lang=FR&langTrans=EN		1	1	
de	de	ADP	6955	6956							
Genève	Genève	PROPN	6958	6963						1	
ne	ne	ADV	6965	6966						1	
réunit	réunir	VERB	6968	6973	réunit	B-bn:00082246v	https://babelnet.org/synset?word=bn:00082246v&lang=FR&langTrans=EN	1			
que	que	SCONJ	6975	6977							
les	le	DET	6979	6981							
voix	voix	NOUN	6983	6986	voix	B-bn:00062019n	https://babelnet.org/synset?word=bn:00062019n&lang=FR&langTrans=EN	1			
de	de	ADP	6988	6989							
Valais	Valais	PROPN	6991	6996	Valais	B-bn:01258532n	https://babelnet.org/synset?word=bn:01258532n&lang=FR&langTrans=EN	1			
,	,	PUNCT	6997	6997							
Genève	Genève	PROPN	6999	7004						1	
,	,	PUNCT	7005	7005							
Neucliâtel	Neucliâtel	PROPN	7007	7016						1	1
,	,	PUNCT	7017	7017							
Râle	Râle	PROPN	7019	7022	Râle	B-bn:00041999n	https://babelnet.org/synset?word=bn:00041999n&lang=FR&langTrans=EN			1	1
,	,	PUNCT	7023	7023							
Fribourg	Fribourg	PROPN	7025	7032	Fribourg	B-bn:00137241n	https://babelnet.org/synset?word=bn:00137241n&lang=FR&langTrans=EN		1	1	
,	,	PUNCT	7033	7033							
Reme	Reme	PROPN	7035	7038						1	1
.	.	PUNCT	7039	7039							
Une	un	DET	7041	7043							
proposition	proposition	NOUN	7045	7055	proposition	B-bn:00064779n	https://babelnet.org/synset?word=bn:00064779n&lang=FR&langTrans=EN		1	1	
de	de	ADP	7057	7058							
Zurich	Zurich	PROPN	7060	7065						1	
,	,	PUNCT	7066	7066							
tendant	tendre	VERB	7068	7074	tendant	B-bn:00083202v	https://babelnet.org/synset?word=bn:00083202v&lang=FR&langTrans=EN	1			
à	à	ADP	7076	7076							
ne	ne	ADV	7078	7079						1	
pas	pas	ADV	7081	7083						1	
prendre	prendre	VERB	7085	7091	prendre	B-bn:00088762v	https://babelnet.org/synset?word=bn:00088762v&lang=FR&langTrans=EN	1			
pour	pour	ADP	7093	7096							
le	le	DET	7098	7099							
moment	moment	NOUN	7101	7106	moment	B-bn:00010728n	https://babelnet.org/synset?word=bn:00010728n&lang=FR&langTrans=EN	1			
la	le	DET	7108	7109							
proposition	proposition	NOUN	7111	7121	proposition	B-bn:00064779n	https://babelnet.org/synset?word=bn:00064779n&lang=FR&langTrans=EN		1	1	
de	de	ADP	7123	7124							
Genève	Genève	PROPN	7126	7131						1	
en	en	ADP	7133	7134							
considération	considération	NOUN	7136	7148	considération	B-bn:00021989n	https://babelnet.org/synset?word=bn:00021989n&lang=FR&langTrans=EN	1			
,	,	PUNCT	7149	7149							
atten	atten	VERB	7151	7155						1	
du	du	DET	7157	7158						1	
que	que	SCONJ	7160	7162							
la	le	DET	7164	7165							
Diète	diète	NOUN	7167	7171	Diète	B-bn:00027012n	https://babelnet.org/synset?word=bn:00027012n&lang=FR&langTrans=EN	1			
actuelle	actuel	ADJ	7173	7180	actuelle	B-bn:00108977a	https://babelnet.org/synset?word=bn:00108977a&lang=FR&langTrans=EN	1			
touche	touch	ADJ	7182	7187	touche	B-bn:00049001n	https://babelnet.org/synset?word=bn:00049001n&lang=FR&langTrans=EN		1	1	
à	à	ADP	7189	7189							
sa	son	DET	7191	7192							
fin	fin	NOUN	7194	7196	fin	B-bn:00030720n	https://babelnet.org/synset?word=bn:00030720n&lang=FR&langTrans=EN	1			
,	,	PUNCT	7197	7197							
esl	esl	NOUN	7199	7201						1	1
adoptée	adopter	VERB	7203	7209						1	
,	,	PUNCT	7210	7210							
par	par	ADP	7212	7214							
12	12	NUM	7216	7217							
Etats	etat	NOUN	7219	7223	Etats	B-bn:00074010n	https://babelnet.org/synset?word=bn:00074010n&lang=FR&langTrans=EN	1			
.	.	PUNCT	7224	7224							
La	le	DET	7226	7227							
séance	séance	NOUN	7229	7234	séance	B-bn:00070034n	https://babelnet.org/synset?word=bn:00070034n&lang=FR&langTrans=EN		1	1	
est	être	AUX	7236	7238	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
levée	lever	VERB	7240	7244						1	
à	à	ADP	7246	7246							
1	1	NUM	7248	7248							
heure	heure	NOUN	7250	7254	heure	B-bn:00000127n	https://babelnet.org/synset?word=bn:00000127n&lang=FR&langTrans=EN	1			
.	.	PUNCT	7255	7255							
Séance	séance	NOUN	7257	7262	Séance	B-bn:00070034n	https://babelnet.org/synset?word=bn:00070034n&lang=FR&langTrans=EN		1	1	
du	du	DET	7264	7265							
7	7	NUM	7267	7267							
juillet	juillet	NOUN	7269	7275	juillet	B-bn:00048548n	https://babelnet.org/synset?word=bn:00048548n&lang=FR&langTrans=EN	1			
.	.	PUNCT	7276	7276							
Le	le	DET	7278	7279							
dépulé	dépulé	NOUN	7281	7286						1	
de	de	ADP	7288	7289							
Genève	Genève	PROPN	7291	7296						1	
propose	proposer	VERB	7298	7304	propose	B-bn:00091079v	https://babelnet.org/synset?word=bn:00091079v&lang=FR&langTrans=EN	1			
à	à	ADP	7306	7306							
la	le	DET	7308	7309							
veille	veille	NOUN	7311	7316	veille	B-bn:00080353n	https://babelnet.org/synset?word=bn:00080353n&lang=FR&langTrans=EN	1			
de	de	ADP	7318	7319							
la	le	DET	7321	7322							
reconstitu	reconstitu	NOUN	7324	7333						1	
tion	tion	VERB	7335	7338	tion	B-bn:00077352n	https://babelnet.org/synset?word=bn:00077352n&lang=FR&langTrans=EN		1	1	
des	un	DET	7340	7342							
pouvoirs	pouvoir	NOUN	7344	7351	pouvoirs	B-bn:03063107n	https://babelnet.org/synset?word=bn:03063107n&lang=FR&langTrans=EN		1	1	
fédéraux	fédéral	ADJ	7353	7360	fédéraux	B-bn:00102871a	https://babelnet.org/synset?word=bn:00102871a&lang=FR&langTrans=EN	1			
,	,	PUNCT	7361	7361							
d'	de	ADP	7363	7364							
opérer	opérer	VERB	7365	7370	opérer	B-bn:00091177v	https://babelnet.org/synset?word=bn:00091177v&lang=FR&langTrans=EN	1			
un	un	DET	7372	7373							
nouveau	nouveau	NOUN	7375	7381	nouveau	B-bn:00107267a	https://babelnet.org/synset?word=bn:00107267a&lang=FR&langTrans=EN	1			
recensement	recensement	ADV	7383	7393	recensement	B-bn:00017097n	https://babelnet.org/synset?word=bn:00017097n&lang=FR&langTrans=EN	1			
pour	pour	ADP	7395	7398							
asseoir	asseoir	VERB	7400	7406	asseoir	B-bn:00093777v	https://babelnet.org/synset?word=bn:00093777v&lang=FR&langTrans=EN		1	1	
le	le	DET	7408	7409							
chiffre	chiffre	NOUN	7411	7417	chiffre	B-bn:00058287n	https://babelnet.org/synset?word=bn:00058287n&lang=FR&langTrans=EN	1			
de	de	ADP	7419	7420							
la	le	DET	7422	7423							
représentation	représentation	NOUN	7425	7438	représentation	B-bn:00047140n	https://babelnet.org/synset?word=bn:00047140n&lang=FR&langTrans=EN		1	1	
nationale	national	ADJ	7440	7448	nationale	B-bn:00107137a	https://babelnet.org/synset?word=bn:00107137a&lang=FR&langTrans=EN	1			
et	et	CCONJ	7450	7451							
déterminer	déterminer	VERB	7453	7462	déterminer	B-bn:00082811v	https://babelnet.org/synset?word=bn:00082811v&lang=FR&langTrans=EN	1			
les	le	DET	7464	7466							
contingens	contingen	NOUN	7468	7477						1	
eu	avoir	VERB	7479	7480	eu	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=EN	1			
hommes	homme	NOUN	7482	7487	hommes	B-bn:00044576n	https://babelnet.org/synset?word=bn:00044576n&lang=FR&langTrans=EN	1			
.	.	PUNCT	7488	7488							
Zurich	zurich	AUX	7490	7495						1	
estime	estimer	VERB	7497	7502	estime	B-bn:00082743v	https://babelnet.org/synset?word=bn:00082743v&lang=FR&langTrans=EN	1			
qu'	que	SCONJ	7504	7506							
aussi	aussi	ADV	7507	7511	aussi	B-bn:00114246r	https://babelnet.org/synset?word=bn:00114246r&lang=FR&langTrans=EN	1			
longtemps	longtemps	ADV	7513	7521	longtemps	B-bn:00116156r	https://babelnet.org/synset?word=bn:00116156r&lang=FR&langTrans=EN	1			
qu'	que	SCONJ	7523	7525							
on	on	PRON	7526	7527							
ne	ne	ADV	7529	7530						1	
connaîtra	connaître	VERB	7532	7540	connaîtra	B-bn:00082272v	https://babelnet.org/synset?word=bn:00082272v&lang=FR&langTrans=EN	1			
pas	pas	ADV	7542	7544						1	
le	le	DET	7546	7547							
sort	sort	NOUN	7549	7552	sort	B-bn:03141550n	https://babelnet.org/synset?word=bn:03141550n&lang=FR&langTrans=EN		1	1	
de	de	ADP	7554	7555							
la	le	DET	7557	7558							
nouvelle	nouveau	ADJ	7560	7567	nouvelle	B-bn:00107267a	https://babelnet.org/synset?word=bn:00107267a&lang=FR&langTrans=EN	1			
constitution	constitution	NOUN	7569	7580						1	
fédérale	fédéral	ADJ	7582	7589	fédérale	B-bn:00102871a	https://babelnet.org/synset?word=bn:00102871a&lang=FR&langTrans=EN	1			
,	,	PUNCT	7590	7590							
il	il	PRON	7592	7593							
est	être	AUX	7595	7597	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
surpeiflu	surpeiflu	NOUN	7599	7607						1	1
de	de	ADP	7609	7610							
procéder	procéder	VERB	7612	7619	procéder	B-bn:00088913v	https://babelnet.org/synset?word=bn:00088913v&lang=FR&langTrans=EN	1			
à	à	ADP	7621	7621							
un	un	DET	7623	7624							
nouveau	nouveau	NOUN	7626	7632	nouveau	B-bn:00107267a	https://babelnet.org/synset?word=bn:00107267a&lang=FR&langTrans=EN	1			
recensement	recensement	ADV	7634	7644	recensement	B-bn:00017097n	https://babelnet.org/synset?word=bn:00017097n&lang=FR&langTrans=EN	1			
de	de	ADP	7646	7647	de	I-bn:00017097n	https://babelnet.org/synset?word=bn:00017097n&lang=FR&langTrans=EN	1			
la	le	DET	7649	7650	la	I-bn:00017097n	https://babelnet.org/synset?word=bn:00017097n&lang=FR&langTrans=EN	1			
population	population	NOUN	7652	7661	population	I-bn:00017097n	https://babelnet.org/synset?word=bn:00017097n&lang=FR&langTrans=EN	1			
.	.	PUNCT	7662	7662							
Par	Par	ADP	7664	7666							
conséquent	conséquent	NOUN	7668	7677	conséquent	B-bn:03684159n	https://babelnet.org/synset?word=bn:03684159n&lang=FR&langTrans=EN	1			
il	il	PRON	7679	7680							
propose	proposer	VERB	7682	7688	propose	B-bn:00091079v	https://babelnet.org/synset?word=bn:00091079v&lang=FR&langTrans=EN	1			
que	que	SCONJ	7690	7692							
,	,	PUNCT	7693	7693							
pour	pour	ADP	7695	7698							
le	le	DET	7700	7701							
moment	moment	NOUN	7703	7708	moment	B-bn:00010728n	https://babelnet.org/synset?word=bn:00010728n&lang=FR&langTrans=EN	1			
,	,	PUNCT	7709	7709							
la	le	DET	7711	7712							
proposition	proposition	NOUN	7714	7724	proposition	B-bn:00064779n	https://babelnet.org/synset?word=bn:00064779n&lang=FR&langTrans=EN		1	1	
de	de	ADP	7726	7727							
Genève	Genève	PROPN	7729	7734						1	
ne	ne	ADV	7736	7737							
soit	être	AUX	7739	7742	soit	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
pas	pas	ADV	7744	7746							
prise	prise	NOUN	7748	7752	prise	B-bn:00093997v	https://babelnet.org/synset?word=bn:00093997v&lang=FR&langTrans=EN		1	1	
en	en	ADP	7754	7755							
considération	considération	NOUN	7757	7769	considération	B-bn:00021989n	https://babelnet.org/synset?word=bn:00021989n&lang=FR&langTrans=EN	1			
.	.	PUNCT	7770	7770							
—Elle	—elle	NOUN	7772	7776							
n'	ne	ADV	7778	7779						1	
est	être	AUX	7780	7782	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
adoptée	adopter	VERB	7784	7790						1	
que	que	ADV	7792	7794							
par	par	ADP	7796	7798							
les	le	DET	7800	7802							
députés	député	NOUN	7804	7810	députés	B-bn:00026425n	https://babelnet.org/synset?word=bn:00026425n&lang=FR&langTrans=EN	1			
de	de	ADP	7812	7813							
Genève	Genève	PROPN	7815	7820						1	
,	,	PUNCT	7821	7821							
IS'	IS'	PROPN	7823	7825						1	1
euchûtel	euchûtel	NOUN	7826	7833						1	1
,	,	PUNCT	7834	7834							
Vaud	Vaud	PROPN	7836	7839	Vaud	B-bn:02251749n	https://babelnet.org/synset?word=bn:02251749n&lang=FR&langTrans=EN	1			
,	,	PUNCT	7840	7840							
Râle	Râle	PROPN	7842	7845						1	1
-	-	PUNCT	7846	7846							
Campagne	campagne	NOUN	7847	7854						1	
et	et	CCONJ	7856	7857							
Lueerne	Lueerne	PROPN	7859	7865						1	1
..	..	PUNCT	7866	7867							
Garantie	garantir	NOUN	7869	7876	Garantie	B-bn:00042039n	https://babelnet.org/synset?word=bn:00042039n&lang=FR&langTrans=EN	1			
des	un	DET	7878	7880							
constitutions	constitution	NOUN	7882	7894						1	
cantonales	cantonal	ADJ	7896	7905						1	
.	.	PUNCT	7906	7906							
L'	le	DET	7908	7909							
