token	lemma	pos	onset	offset	entity	babelfy_id	link_to_synset	TP	FP	FN	OCR	FN and OCR
die	der	DET	73	75								0
Viscoselösung	Viscoselösung	NOUN	77	89						1		0
verschiedene	verschieden	ADJ	91	102	verschiedene	B-bn:00101554a	https://babelnet.org/synset?word=bn:00101554a&lang=DE&langTrans=DE	1				0
und	und	CONJ	104	106								0
wie	wie	CONJ	108	110								0
beim	beim	ADP	112	115								0
Sauser	Sauser	NOUN	117	122						1		0
empfindsame	empfindsam	VERB	124	134						1		0
Reisestadien	Reisestadien	NOUN	0	11						1		0
durchmachen	durchmachen	VERB	13	23						1		0
und	und	CONJ	25	27								0
ihr	mein	DET	29	31								0
Faden	Fade	NOUN	33	37	Faden	B-bn:02452704n	https://babelnet.org/synset?word=bn:02452704n&lang=DE&langTrans=DE	1				0
muß	muß	VERB	39	41								0
in	in	ADP	0	1								0
einem	einer	DET	3	7								0
ganz	ganz	ADV	9	12	ganz	B-bn:00114203r	https://babelnet.org/synset?word=bn:00114203r&lang=DE&langTrans=DE	1				0
bestimmten	bestimmen	ADJ	14	23						1		0
Moment	Moment	NOUN	25	30	Moment	B-bn:00010728n	https://babelnet.org/synset?word=bn:00010728n&lang=DE&langTrans=DE	1				0
gesponnen	spinnen	ADJ	32	40	gesponnen	B-bn:00094128v	https://babelnet.org/synset?word=bn:00094128v&lang=DE&langTrans=DE	1				0
verden	verden	ADJ	42	47	verden	B-bn:01043592n	https://babelnet.org/synset?word=bn:01043592n&lang=DE&langTrans=DE		1			0
Hinzu	Hinzu	NOUN	49	53								0
kommt	kommen	VERB	55	59	kommt	B-bn:00082788v	https://babelnet.org/synset?word=bn:00082788v&lang=DE&langTrans=DE		1	1		0
daß	daß	SCONJ	61	63								0
aller	all	DET	65	69								0
Kunstscidefaden	Kunstscidefaden	NOUN	71	85						1	1	1
—	--	PUNCT	87	87								0
zum	zum	ADP	0	2								0
Unterschied	Unterschied	NOUN	4	14	Unterschied	B-bn:00027022n	https://babelnet.org/synset?word=bn:00027022n&lang=DE&langTrans=DE	1				0
von	von	ADP	16	18								0
der	der	DET	20	22								0
Stapelfaser	Stapelfaser	NOUN	24	34	Stapelfaser	B-bn:00073959n	https://babelnet.org/synset?word=bn:00073959n&lang=DE&langTrans=DE	1				0
—	--	PUNCT	36	36								0
Kontinuierlich	Kontinuierlich	ADJ	38	51						1	1	1
ist	sein	AUX	53	55								0
Der	der	DET	57	59								0
Viscose	Viscose	NOUN	61	67	Viscose	B-bn:00017063n	https://babelnet.org/synset?word=bn:00017063n&lang=DE&langTrans=DE		1	1		0
entspräche	entsprechen	VERB	69	78								0
also	also	ADV	80	83								0
die	der	DET	85	87								0
Tag	tagen	NOUN	0	2	Tag	B-bn:02340409n	https://babelnet.org/synset?word=bn:02340409n&lang=DE&langTrans=DE		1	1		0
und	und	CONJ	4	6	und	I-bn:02340409n	https://babelnet.org/synset?word=bn:02340409n&lang=DE&langTrans=DE		1			0
Nacht	Nacht	NOUN	8	12	Nacht	I-bn:02340409n	https://babelnet.org/synset?word=bn:02340409n&lang=DE&langTrans=DE		1	1		0
und	und	CONJ	14	16								0
Sonntags	Sonntag	NOUN	18	25	Sonntags	B-bn:00028190n	https://babelnet.org/synset?word=bn:00028190n&lang=DE&langTrans=DE	1				0
durchgehende	durchgehend	VERB	27	38	durchgehende	B-bn:00100370a	https://babelnet.org/synset?word=bn:00100370a&lang=DE&langTrans=DE		1	1		0
Arbeitszeit	Arbeitszeit	NOUN	0	10	Arbeitszeit	B-bn:00081586n	https://babelnet.org/synset?word=bn:00081586n&lang=DE&langTrans=DE	1				0
was	was	PRON	12	14								0
der	der	DET	16	18								0
menschlichen	menschlich	ADJ	20	31	menschlichen	B-bn:00045157n	https://babelnet.org/synset?word=bn:00045157n&lang=DE&langTrans=DE	1				0
Natur	Natur	NOUN	33	37	Natur	I-bn:00045157n	https://babelnet.org/synset?word=bn:00045157n&lang=DE&langTrans=DE	1				0
nicht	nicht	PART	39	43								0
entspricht	entsprechen	VERB	0	9	entspricht	B-bn:00085591v	https://babelnet.org/synset?word=bn:00085591v&lang=DE&langTrans=DE	1				0
aber	aber	ADV	11	14								0
im	im	ADP	16	17								0
Ausland	Ausland	NOUN	19	25	Ausland	B-bn:00035825n	https://babelnet.org/synset?word=bn:00035825n&lang=DE&langTrans=DE	1				0
vielerorts	vielerorts	ADV	27	36								0
durehgeführt	durehgeführt	VERB	38	49						1	1	1
wird	werden	AUX	0	3								0
Ein	Ein	DET	5	7								0
willkürliches	willkürlich	ADJ	9	21	willkürliches	B-bn:00097433a	https://babelnet.org/synset?word=bn:00097433a&lang=DE&langTrans=DE	1				0
Stoppen	Stoppen	NOUN	23	29						1		0
sei	sein	AUX	31	33								0
nur	nur	ADV	35	37								0
dort	dort	ADV	39	42								0
erträglich	erträglich	ADJ	44	53	erträglich	B-bn:00111967a	https://babelnet.org/synset?word=bn:00111967a&lang=DE&langTrans=DE	1				0
wo	wo	ADV	55	56								0
noch	noch	ADV	58	61								0
große	groß	ADJ	63	67	große	B-bn:00098342a	https://babelnet.org/synset?word=bn:00098342a&lang=DE&langTrans=DE	1				0
Gewinnmargen	Gewinnmargen	NOUN	69	80						1		0
bestehen	bestehen	VERB	82	89	bestehen	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=DE&langTrans=DE		1	1		0
was	was	PRON	91	93								0
in	in	ADP	0	1								0
der	der	DET	3	5								0
Schweiz	Schweiz	PROPN	7	13	Schweiz	B-bn:00069666n	https://babelnet.org/synset?word=bn:00069666n&lang=DE&langTrans=DE	1				0
nicht	nicht	PART	15	19								0
der	der	DET	21	23								0
Fall	Fall	NOUN	25	28	Fall	B-bn:00042677n	https://babelnet.org/synset?word=bn:00042677n&lang=DE&langTrans=DE		1	1		0
ist	sein	AUX	30	32								0
Der	der	DET	34	36								0
Qualitätsgrad	Qualitätsgrad	NOUN	38	50						1		0
des	der	DET	0	2								0
Produktes	Produktes	NOUN	4	12	Produktes	B-bn:00053827n	https://babelnet.org/synset?word=bn:00053827n&lang=DE&langTrans=DE		1	1		0
ist	sein	AUX	14	16								0
weitgehend	weitgehend	ADJ	18	27						1		0
eine	einen	DET	29	32								0
Frage	Frage	NOUN	34	38	Frage	B-bn:00047208n	https://babelnet.org/synset?word=bn:00047208n&lang=DE&langTrans=DE		1	1		0
der	der	DET	40	42								0
sorgfältigen	sorgfältig	ADJ	44	55						1		0
Behandlung	Behandlung	NOUN	57	66	Behandlung	B-bn:00047235n	https://babelnet.org/synset?word=bn:00047235n&lang=DE&langTrans=DE		1	1		0
Besonders	Besonders	ADV	68	76						1		0
die	der	DET	78	80								0
Färber	Färber	NOUN	82	87	Färber	B-bn:00029283n	https://babelnet.org/synset?word=bn:00029283n&lang=DE&langTrans=DE	1				0
konnten	können	VERB	0	6								0
sich	sich	PRON	8	11								0
aber	aber	ADV	13	16								0
nur	nur	ADV	18	20								0
zögernd	zögern	ADJ	22	28						1		0
mit	mit	ADP	30	32								0
dem	der	DET	34	36								0
Gedanken	Gedanke	NOUN	38	45	Gedanken	B-bn:06784326n	https://babelnet.org/synset?word=bn:06784326n&lang=DE&langTrans=DE	1				0
aussöhnen	aussöhnen	VERB	0	8						1		0
daß	daß	SCONJ	10	12								0
sie	ich	PRON	14	16								0
für	für	ADP	18	20								0
ein	einen	DET	22	24								0
weniger	wenig	ADV	26	32	weniger	B-bn:00106059a	https://babelnet.org/synset?word=bn:00106059a&lang=DE&langTrans=DE	1				0
vertvolles	vertvolles	VERB	34	43						1	1	1
Material	Material	NOUN	0	7	Material	B-bn:00053802n	https://babelnet.org/synset?word=bn:00053802n&lang=DE&langTrans=DE		1	1		0
mehr	mehr	DET	9	12								0
Sorgfalt	Sorgfalt	NOUN	14	21	Sorgfalt	B-bn:00029048n	https://babelnet.org/synset?word=bn:00029048n&lang=DE&langTrans=DE		1	1		0
aufbringen	aufbringen	VERB	23	32	aufbringen	B-bn:00084117v	https://babelnet.org/synset?word=bn:00084117v&lang=DE&langTrans=DE		1	1		0
sollten	sollen	VERB	34	40								0
Die	der	DET	42	44								0
Zellwolle	Zellwolle	NOUN	0	8	Zellwolle	B-bn:00017063n	https://babelnet.org/synset?word=bn:00017063n&lang=DE&langTrans=DE	1				0
wird	werden	AUX	10	13								0
aus	aus	ADP	15	17								0
Stapelkaser	Stapelkaser	NOUN	19	29						1	1	1
einem	einer	DET	31	35								0
Gespinst	Gespinst	NOUN	37	44	Gespinst	B-bn:00073675n	https://babelnet.org/synset?word=bn:00073675n&lang=DE&langTrans=DE	1				0
aus	aus	PART	46	48								0
kurzen	kurz	ADJ	0	5	kurzen	B-bn:00098854a	https://babelnet.org/synset?word=bn:00098854a&lang=DE&langTrans=DE	1				0
Kunstscidefäden	Kunstscidefäden	NOUN	7	21						1	1	1
hergestellt	herstellen	VERB	23	33	hergestellt	B-bn:00085678v	https://babelnet.org/synset?word=bn:00085678v&lang=DE&langTrans=DE	1				0
In	In	ADP	35	36								0
der	der	DET	38	40								0
Schweiz	Schweiz	PROPN	42	48						1		0
liegt	liegen	VERB	0	4	liegt	B-bn:00085657v	https://babelnet.org/synset?word=bn:00085657v&lang=DE&langTrans=DE		1	1		0
ihre	mein	DET	6	9								0
Verwendung	Verwendung	NOUN	11	20	Verwendung	B-bn:00079366n	https://babelnet.org/synset?word=bn:00079366n&lang=DE&langTrans=DE		1	1		0
noch	noch	ADV	22	25								0
in	in	ADP	27	28								0
den	der	DET	30	32								0
Anfängen	Anfang	NOUN	34	41	Anfängen	B-bn:00046275n	https://babelnet.org/synset?word=bn:00046275n&lang=DE&langTrans=DE	1				0
in	in	PART	43	44								0
Schweden	Schwede	PROPN	0	7						1		0
das	der	PRON	9	11								0
doch	doch	ADV	13	16								0
keine	kein	DET	18	22								0
autarkische	autarkische	ADJ	24	34						1		0
Not	Not	NOUN	36	38	Not	B-bn:00027787n	https://babelnet.org/synset?word=bn:00027787n&lang=DE&langTrans=DE	1				0
kennt	kennen	VERB	40	44	kennt	B-bn:00090147v	https://babelnet.org/synset?word=bn:00090147v&lang=DE&langTrans=DE	1				0
beträgt	betragen	VERB	0	6	beträgt	B-bn:00082286v	https://babelnet.org/synset?word=bn:00082286v&lang=DE&langTrans=DE		1	1		0
sie	ich	PRON	8	10								0
schon	schon	ADV	12	16	schon	B-bn:00114245r	https://babelnet.org/synset?word=bn:00114245r&lang=DE&langTrans=DE	1				0
das	der	DET	18	20								0
Zehnfache	Zehnfache	NOUN	22	30						1		0
der	der	DET	32	34								0
schweizerischen	schweizerisch	ADJ	36	50	schweizerischen	B-bn:00111553a	https://babelnet.org/synset?word=bn:00111553a&lang=DE&langTrans=DE	1				0
Von	Von	ADP	0	2								0
den	der	DET	4	6								0
300	300	NUM	8	10								0
Millionen	Million	NOUN	12	20						1		0
lg	lg	ADP	22	23						1	1	1
der	der	DET	25	27								0
Weltproduktion	Weltproduktion	NOUN	29	42						1		0
entfallen	entfallen	VERB	44	52						1		0
50	50	NUM	54	55								0
Millionen	Million	NOUN	57	65						1		0
kg	kg	NOUN	67	68	kg	B-bn:00049021n	https://babelnet.org/synset?word=bn:00049021n&lang=DE&langTrans=DE	1				0
auf	auf	ADP	70	72								0
Italien	Italien	PROPN	74	80	Italien	B-bn:00047705n	https://babelnet.org/synset?word=bn:00047705n&lang=DE&langTrans=DE	1				0
und	und	CONJ	82	84								0
100	100	NUM	86	88								0
Millionen	Million	NOUN	90	98	Millionen	B-bn:00000013n	https://babelnet.org/synset?word=bn:00000013n&lang=DE&langTrans=DE	1				0
g	g	NOUN	100	100								0
aul	aul	PROPN	102	104	aul	B-bn:05380780n	https://babelnet.org/synset?word=bn:05380780n&lang=DE&langTrans=DE		1		1	0
Deutschland	Deutschland	PROPN	106	116	Deutschland	B-bn:00026684n	https://babelnet.org/synset?word=bn:00026684n&lang=DE&langTrans=DE	1				0
Seit	seit	ADP	118	121								0
1935	1935	NUM	123	126								0
hat	haben	AUX	128	130								0
die	der	DET	132	134								0
Zellwolle	Zellwolle	NOUN	136	144	Zellwolle	B-bn:00017063n	https://babelnet.org/synset?word=bn:00017063n&lang=DE&langTrans=DE	1				0
einen	ein	DET	146	150								0
raschen	rasch	ADJ	152	158	raschen	B-bn:00102807a	https://babelnet.org/synset?word=bn:00102807a&lang=DE&langTrans=DE	1				0
Anstieg	Anstieg	NOUN	160	166	Anstieg	B-bn:00046355n	https://babelnet.org/synset?word=bn:00046355n&lang=DE&langTrans=DE	1				0
erlebt	erleben	VERB	168	173	erlebt	B-bn:00095806v	https://babelnet.org/synset?word=bn:00095806v&lang=DE&langTrans=DE	1				0
ihre	mein	DET	175	178								0
Produktionszikler	Produktionszikler	NOUN	180	196						1	1	1
ist	sein	AUX	198	200								0
heute	heute	ADV	202	206	heute	B-bn:00117315r	https://babelnet.org/synset?word=bn:00117315r&lang=DE&langTrans=DE	1				0
auf	auf	ADP	208	210								0
halber	halb	ADJ	212	217	halber	B-bn:00103878a	https://babelnet.org/synset?word=bn:00103878a&lang=DE&langTrans=DE	1				0
Höhe	Höhe	NOUN	219	222	Höhe	B-bn:00043544n	https://babelnet.org/synset?word=bn:00043544n&lang=DE&langTrans=DE	1				0
der	der	DET	224	226								0
Kunstscide	Kunstscide	NOUN	228	237						1	1	1
Die	der	DET	0	2								0
schweizerische	schweizerische	ADJ	4	17	schweizerische	B-bn:00111553a	https://babelnet.org/synset?word=bn:00111553a&lang=DE&langTrans=DE	1				0
Runstseidenindustrie	Runstseidenindustrie	NOUN	19	38						1	1	1
die	der	DET	40	42								0
zunächst	zunächst	ADV	44	51	zunächst	B-bn:00115376r	https://babelnet.org/synset?word=bn:00115376r&lang=DE&langTrans=DE	1				0
vom	vom	ADP	53	55								0
Export	Export	NOUN	57	62	Export	B-bn:00032366n	https://babelnet.org/synset?word=bn:00032366n&lang=DE&langTrans=DE	1				0
lebte	leben	VERB	64	68	lebte	B-bn:00083191v	https://babelnet.org/synset?word=bn:00083191v&lang=DE&langTrans=DE	1				0
und	und	CONJ	0	2								0
nur	nur	ADV	4	6								0
allmählich	allmählich	ADJ	8	17						1		0
im	im	ADP	19	20								0
eigenen	eigen	ADJ	22	28								0
Lande	landen	NOUN	30	34	Lande	B-bn:00023235n	https://babelnet.org/synset?word=bn:00023235n&lang=DE&langTrans=DE		1	1		0
Absatz	Absatz	NOUN	36	41	Absatz	B-bn:00027799n	https://babelnet.org/synset?word=bn:00027799n&lang=DE&langTrans=DE	1				0
fand	finden	VERB	43	46	fand	B-bn:00084231v	https://babelnet.org/synset?word=bn:00084231v&lang=DE&langTrans=DE	1				0
stellte	stellen	VERB	0	6	stellte	B-bn:00090224v	https://babelnet.org/synset?word=bn:00090224v&lang=DE&langTrans=DE		1	1		0
sich	sich	PRON	8	11								0
zuerst	zuerst	ADV	13	18								0
nur	nur	ADV	20	22								0
auf	auf	ADP	24	26								0
Seidenersatx	Seidenersatx	NOUN	28	39						1	1	1
ein	einen	PART	41	43								0
es	ich	PRON	0	1								0
zeigten	zeigen	VERB	3	9	zeigten	B-bn:00086567v	https://babelnet.org/synset?word=bn:00086567v&lang=DE&langTrans=DE		1	1		0
sich	sich	PRON	11	14								0
aber	aber	ADV	16	19								0
auch	auch	ADV	21	24								0
ganz	ganz	ADV	26	29	ganz	B-bn:00114203r	https://babelnet.org/synset?word=bn:00114203r&lang=DE&langTrans=DE	1				0
andere	ander	ADJ	31	36								0
Verkaulsgebiete	Verkaulsgebiete	NOUN	38	52						1	1	1
so	so	ADV	54	55								0
bildete	bilden	VERB	57	63	bildete	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=DE&langTrans=DE		1	1		0
zum	zum	ADP	65	67								0
Beispiel	Beispiel	NOUN	69	76	Beispiel	B-bn:00032099n	https://babelnet.org/synset?word=bn:00032099n&lang=DE&langTrans=DE	1				0
das	der	DET	78	80								0
Crinol	Crinol	NOUN	82	87						1		0
oder	oder	CONJ	89	92								0
Kunstscidenrothaar	Kunstscidenrothaar	NOUN	0	17						1	1	1
lange	lang	ADJ	19	23	lange	B-bn:00106124a	https://babelnet.org/synset?word=bn:00106124a&lang=DE&langTrans=DE	1				0
Jahre	Jahr	NOUN	25	29	Jahre	B-bn:00001939n	https://babelnet.org/synset?word=bn:00001939n&lang=DE&langTrans=DE					0
hindurch	hindurch	ADV	31	38								0
das	der	DET	0	2								0
Ruhekissen	Ruhekissen	NOUN	4	13						1		0
der	der	DET	15	17								0
Viscosefabrik	Viscosefabrik	NOUN	19	31						1		0
in	in	ADP	33	34								0
Emmenbrücke	Emmenbrücke	NOUN	36	46						1		0
bis	bis	SCONJ	0	2								0
die	der	DET	4	6								0
Wohlener	Wohlener	ADJ	8	15						1		0
Hutlabrikation	Hutlabrikation	PROPN	17	30						1	1	1
plötzlich	plötzlich	ADJ	32	40	plötzlich	B-bn:00111415a	https://babelnet.org/synset?word=bn:00111415a&lang=DE&langTrans=DE	1				0
nichts	nichts	PRON	42	47								0
mehr	mehr	PRON	0	3								0
davon	davon	ADV	5	9	davon	B-bn:00117266r	https://babelnet.org/synset?word=bn:00117266r&lang=DE&langTrans=DE	1				0
wissen	wissen	VERB	11	16	wissen	B-bn:00085261v	https://babelnet.org/synset?word=bn:00085261v&lang=DE&langTrans=DE	1				0
wollte	wollen	VERB	18	23				 				0
Nach	Nach	ADP	0	3								0
minutiésen	minutiésen	ADJ	5	14						1	1	1
Darlegungen	Darlegung	NOUN	16	26	Darlegungen	B-bn:00032369n	https://babelnet.org/synset?word=bn:00032369n&lang=DE&langTrans=DE	1				0
über	über	ADP	28	31								0
Festigkeitsgrad	Festigkeitsgrad	PROPN	33	47						1		0
Dehnbarkeit	Dehnbarkeit	NOUN	49	59	Dehnbarkeit	B-bn:00074643n	https://babelnet.org/synset?word=bn:00074643n&lang=DE&langTrans=DE	1				0
und	und	CONJ	61	63								0
Färbbarkeit	Färbbarkeit	NOUN	65	75	Färbbarkeit	B-bn:03170337n	https://babelnet.org/synset?word=bn:03170337n&lang=DE&langTrans=DE		1	1		0
der	der	DET	77	79								0
Viscose	Viscose	NOUN	81	87	Viscose	B-bn:00017063n	https://babelnet.org/synset?word=bn:00017063n&lang=DE&langTrans=DE	1				0
schilderte	schildern	VERB	89	98						1		0
v	v	PROPN	100	100						1		0
Goumoéns	Goumoéns	PROPN	102	109						1	1	1
die	der	PART	111	113								0
Celta	Celta	PROPN	0	4	Celta	B-bn:15731327n	https://babelnet.org/synset?word=bn:15731327n&lang=DE&langTrans=DE		1	1		0
oder	oder	CONJ	6	9								0
Lustseide	Lustseide	PROPN	11	19						1	1	1
deren	der	PRON	21	25								0
Gewebe	Gewebe	NOUN	27	32	Gewebe	B-bn:00077386n	https://babelnet.org/synset?word=bn:00077386n&lang=DE&langTrans=DE		1	1		0
aus	aus	PART	34	36								0
Bündeln	Bündel	NOUN	0	6	Bündeln	B-bn:00013883n	https://babelnet.org/synset?word=bn:00013883n&lang=DE&langTrans=DE	1				0
hohler	hohl	ADJ	8	13	hohler	B-bn:00104239a	https://babelnet.org/synset?word=bn:00104239a&lang=DE&langTrans=DE	1				0
Fäden	Faden	NOUN	15	19	Fäden	B-bn:02452704n	https://babelnet.org/synset?word=bn:02452704n&lang=DE&langTrans=DE	1				0
bestcht	bestcht	VERB	21	27						1	1	1
sodaß	sodaß	ADJ	29	33								0
diese	dies	DET	35	39								0
Kunstseide	Kunstseide	NOUN	41	50	Kunstseide	B-bn:00066318n	https://babelnet.org/synset?word=bn:00066318n&lang=DE&langTrans=DE	1				0
weich	weichen	ADJ	52	56	weich	B-bn:00110858a	https://babelnet.org/synset?word=bn:00110858a&lang=DE&langTrans=DE	1				0
im	im	ADP	58	59								0
Griff	greifen	NOUN	61	65	Griff	B-bn:05567935n	https://babelnet.org/synset?word=bn:05567935n&lang=DE&langTrans=DE		1	1		0
und	und	CONJ	67	69								0
warm	warm	ADJ	71	74	warm	B-bn:00113698a	https://babelnet.org/synset?word=bn:00113698a&lang=DE&langTrans=DE	1				0
im	im	ADP	76	77								0
Tragen	Trage	NOUN	79	84	Tragen					1		0
aber	aber	CONJ	0	3								0
nicht	nicht	PART	5	9								0
so	so	ADV	11	12								0
haltbar	haltbar	ADJ	14	20								0
ist	sein	AUX	22	24								0
wie	wie	CONJ	26	28								0
die	der	DET	30	32								0
massive	massiv	ADJ	34	40						1		0
Kunstscide	Kunstscide	NOUN	42	51						1	1	1
Während	während	PROPN	53	59								0
matte	matt	ADJ	61	65						1		0
Kunstscide	Kunstscide	NOUN	67	76						1	1	1
nichts	nichts	PRON	78	83								0
mehr	mehr	ADV	85	88	mehr	B-bn:00116285r	https://babelnet.org/synset?word=bn:00116285r&lang=DE&langTrans=DE		1			0
Neues	Neues	NOUN	0	4	Neues	B-bn:05577082n	https://babelnet.org/synset?word=bn:05577082n&lang=DE&langTrans=DE		1	1		0
bedeutet	bedeuten	VERB	6	13	bedeutet	B-bn:00089806v	https://babelnet.org/synset?word=bn:00089806v&lang=DE&langTrans=DE	1				0
bleibt	bleiben	VERB	15	20	bleibt	B-bn:00085719v	https://babelnet.org/synset?word=bn:00085719v&lang=DE&langTrans=DE	1				0
das	der	DET	22	24								0
Knittern	Knittern	NOUN	26	33	Knittern	B-bn:00023645n	https://babelnet.org/synset?word=bn:00023645n&lang=DE&langTrans=DE	1				0
eine	einen	DET	35	38								0
böse	böse	ADJ	40	43	böse	B-bn:00097107a	https://babelnet.org/synset?word=bn:00097107a&lang=DE&langTrans=DE		1	1		0
Sache	Sache	NOUN	0	4	Sache	B-bn:00001734n	https://babelnet.org/synset?word=bn:00001734n&lang=DE&langTrans=DE	1				0
obwohl	obwohl	SCONJ	6	11								0
auch	auch	ADV	13	16								0
hier	hier	ADV	18	21								0
Fortschritte	Fortschritt	NOUN	23	34	Fortschritte	B-bn:00001548n	https://babelnet.org/synset?word=bn:00001548n&lang=DE&langTrans=DE	1				0
gemacht	machen	VERB	36	42								0
wurden	werden	AUX	44	49								0
Die	der	DET	51	53								0
Verbesserungen	Verbesserung	NOUN	55	68	Verbesserungen	B-bn:00003322n	https://babelnet.org/synset?word=bn:00003322n&lang=DE&langTrans=DE	1				0
sind	sein	AUX	70	73								0
heute	heute	ADV	75	79	heute	B-bn:00117315r	https://babelnet.org/synset?word=bn:00117315r&lang=DE&langTrans=DE		1	1		0
eine	einen	PRON	81	84								0
Sache	Sache	NOUN	0	4	Sache	B-bn:00001734n	https://babelnet.org/synset?word=bn:00001734n&lang=DE&langTrans=DE	1				0
des	der	DET	6	8								0
gesunden	gesund	ADJ	10	17	gesunden	B-bn:00104025a	https://babelnet.org/synset?word=bn:00104025a&lang=DE&langTrans=DE	1				0
Menschenverstandes	Menschenverstandes	NOUN	19	36						1		0
der	der	DET	38	40								0
Sorgfalt	Sorgfalt	NOUN	42	49	Sorgfalt	B-bn:00029048n	https://babelnet.org/synset?word=bn:00029048n&lang=DE&langTrans=DE		1	1		0
und	und	CONJ	51	53								0
der	der	DET	55	57								0
Kontinuierlichen	Kontinuierliche	ADJ	59	74						1	1	1
Beobachtung	Beobachtung	NOUN	76	86	Beobachtung	B-bn:00058495n	https://babelnet.org/synset?word=bn:00058495n&lang=DE&langTrans=DE	1				0
Die	der	DET	88	90								0
Cunstscide	Cunstscide	PROPN	0	9						1	1	1
habe	habe	AUX	11	14								0
den	der	DET	16	18								0
großen	groß	ADJ	20	25	großen	B-bn:00098342a	https://babelnet.org/synset?word=bn:00098342a&lang=DE&langTrans=DE	1				0
Vorteil	Vorteil	NOUN	27	33	Vorteil	B-bn:00001559n	https://babelnet.org/synset?word=bn:00001559n&lang=DE&langTrans=DE	1				0
daß	daß	SCONJ	35	37								0
ihr	mein	DET	39	41								0
Rohmaterial	Rohmaterial	NOUN	43	53	Rohmaterial	B-bn:16572586n	https://babelnet.org/synset?word=bn:16572586n&lang=DE&langTrans=DE	1				0
—	--	PUNCT	55	55								
sei	sein	AUX	57	59								0
es	ich	PRON	61	62								0
Holz	holzen	NOUN	64	67	Holz	B-bn:00081492n	https://babelnet.org/synset?word=bn:00081492n&lang=DE&langTrans=DE	1				0
oder	oder	CONJ	69	72								0
Baumwolle	Baumwolle	NOUN	74	82	Baumwolle	B-bn:00023072n	https://babelnet.org/synset?word=bn:00023072n&lang=DE&langTrans=DE	1				0
—	--	PUNCT	84	84								
regelmäßig	regelmäßig	ADJ	86	95	regelmäßig	B-bn:00099407a	https://babelnet.org/synset?word=bn:00099407a&lang=DE&langTrans=DE	1				0
und	und	CONJ	97	99								0
nicht	nicht	PART	101	105								0
von	von	ADP	107	109								0
den	der	DET	111	113								0
Launen	Laune	NOUN	115	120	Launen	B-bn:00015704n	https://babelnet.org/synset?word=bn:00015704n&lang=DE&langTrans=DE	1				0
eines	ein	DET	122	126								0
Wurms	Wurm	NOUN	128	132	Wurms	B-bn:00067220n	https://babelnet.org/synset?word=bn:00067220n&lang=DE&langTrans=DE		1	1		0
abhängig	abhängig	ADJ	0	7	abhängig	B-bn:00101192a	https://babelnet.org/synset?word=bn:00101192a&lang=DE&langTrans=DE	1				0
sei	sein	AUX	9	11								0
der	der	PRON	13	15								0
verliebt	verlieben	VERB	17	24						1		0
sein	mein	AUX	26	29								0
oder	oder	CONJ	31	34								0
Katarrh	Katarrh	PROPN	36	42	Katarrh	B-bn:00016684n	https://babelnet.org/synset?word=bn:00016684n&lang=DE&langTrans=DE	1				0
haben	haben	AUX	44	48	haben	B-bn:00085002v	https://babelnet.org/synset?word=bn:00085002v&lang=DE&langTrans=DE		1	1		0
kann	können	VERB	0	3								0
In	In	ADP	5	6								0
der	der	DET	8	10								0
Schweiz	Schweiz	PROPN	12	18	Schweiz	B-bn:00069666n	https://babelnet.org/synset?word=bn:00069666n&lang=DE&langTrans=DE	1				0
ist	sein	AUX	20	22								0
die	der	DET	24	26								0
Entwicklung	Entwicklung	NOUN	28	38	Entwicklung	B-bn:00026696n	https://babelnet.org/synset?word=bn:00026696n&lang=DE&langTrans=DE	1				0
sukzcssive	sukzcssive	VERB	40	49						1	1	1
vor	vor	ADP	0	2								0
sich	sich	PRON	4	7								0
gegangen	gehen	VERB	9	16	gegangen	B-bn:00085363v	https://babelnet.org/synset?word=bn:00085363v&lang=DE&langTrans=DE		1	1		0
mit	mit	ADP	18	20								0
den	der	DET	22	24								0
besseren	gut	ADJ	26	33	besseren	B-bn:00103672a	https://babelnet.org/synset?word=bn:00103672a&lang=DE&langTrans=DE	1				0
Apparaten	Apparat	NOUN	35	43						1		0
wurden	werden	AUX	0	5								0
die	der	DET	7	9								0
„	„	PUNCT	11	11								0
Eiter	eitern	NOUN	12	16	Eiter	B-bn:00065334n	https://babelnet.org/synset?word=bn:00065334n&lang=DE&langTrans=DE		1	1	1	1
keiner	kein	PRON	18	23								0
und	und	CONJ	25	27								0
die	der	DET	29	31								0
arbeitenden	arbeitend	ADJ	33	43						1		0
Hlände	Hlände	NOUN	0	5						1	1	1
sorglältiger	sorglältiger	ADJ	7	18						1	1	1
Ein	Ein	DET	0	2								0
sehr	sehr	ADV	4	7								0
wichtiges	wichtig	ADJ	9	17	wichtiges	B-bn:00100716a	https://babelnet.org/synset?word=bn:00100716a&lang=DE&langTrans=DE	1				0
Gebiet	gebieten	NOUN	19	24	Gebiet	B-bn:00005515n	https://babelnet.org/synset?word=bn:00005515n&lang=DE&langTrans=DE		1	1		0
ist	sein	AUX	26	28								0
die	der	DET	30	32								0
Wirkerei	Wirkerei	NOUN	34	41	Wirkerei	B-bn:05153817n	https://babelnet.org/synset?word=bn:05153817n&lang=DE&langTrans=DE	1				0
und	und	CONJ	0	2								0
der	der	DET	4	6								0
Rundstuhl	Rundstuhl	NOUN	8	16						1		0
als	als	ADP	18	20								0
